Unique_Tag,Tree,Distance,Transect,Tag,Species_23,X,Y,ST_21,HT_21,Notes_21,Sumbission.Id_2021,ST_22,HT_22,Notes_2022,Quad_Notes_2022,Submission.Id_2023,Status_2022,Height_2022,Notes_22,ST_23,HT_23,Notes_2023
040979_120_2.86,40979,2,120,86,ACERUB,83,70,A,5,NA,f6f5dbb7-17fb-47a0-abe5-2c6923766fe7,A,6,NA,f37f6c3f-6696-446e-861d-b5ee7f13f115,da694891-3c7c-4217-bd07-dd91ca2b6f33,A,6,NA,A,6.5,Pulled -remove
101052_120_2.84,101052,2,120,84,ACERUB,83,16,A,6,NA,7c02494d-8de9-4d40-8903-9a81e7ecc225,A,6,NA,05066295-45e7-428a-99e3-5372ffe2fcb6,8f064888-c88c-470e-ac2b-768489cf93af,A,6,NA,A,7.5,NA
072007_0_2.34,72007,2,0,34,ACERUB,82,82,A,5,NA,f8af840b-2759-4c42-b889-64377294c864,A,6,NA,515b3057-1561-4e8a-905f-96bbb9a1c222,ef1e1670-76a8-46ab-9143-4c8b21af09c2,A,6,NA,A,6.5,NA
041917_120_6.105,41917,6,120,105,PINSTR,82,70,P,NA,NA,NA,A,6,NA,0626c6ef-4ad2-4f66-8ec7-8829d878e0e9,4372b6eb-a020-4ae1-b780-53a832623484,A,6,NA,A,5,NA
050958_240_6.11,50958,6,240,11,ACERUB,81,57,A,6,NA,e8a5199a-5d6d-4dd1-944e-7fd836601211,A,6,NA,8982e1ee-03a2-4a20-ae65-0813c2dfcd5c,4b272392-ed64-4fe7-99fb-048ebaa79e53,A,6,NA,D,NA,NA
120313_120_6.45,120313,6,120,45,ACERUB,81,24,A,5,NA,95fe1db1-adc2-4c47-a25b-2cbbee77e1c0,A,6,NA,509a3a64-fd14-4e19-a933-5d93597a5bd3,f86928e3-eac6-461c-a918-6894884a8f9b,A,6,NA,A,7,NA
241665_240_6.17,241665,6,240,17,ACERUB,81,11,A,6,NA,125f0c5e-ec0a-414f-a82e-76040882d055,A,6,NA,48d223e3-51fc-47ff-b69f-3db243bfa965,3fe4bb76-3449-4e9a-8466-38970ae2c33d,A,6,NA,CFS,NA,NA
291578_120_2.3,291578,2,120,3,ACERUB,81,2,A,6,NA,09d5893a-db4f-46e8-ab70-aabb9f4c6448,A,6,NA,b0d6670b-e79c-4705-9cbb-f4306d145a6f,51ba68d3-018f-4d59-94c8-76c33a9d25ec,A,6,NA,A,9.5,NA
051094_0_2.16,51094,2,0,16,TSUCAN,81,22,A,3,NA,13523dcd-1bc9-456b-bebe-3baf6acfd919,A,6,NA,4fe1c4c3-da4f-437a-9e7d-e2443254922f,903cb34f-3a4a-4b35-83bf-533c36bbd1c5,D,NA,"@ 20, 60",D,NA,NA
021048_240_2.55,21048,2,240,55,ACERUB,80,70,A,5,NA,0252bd7e-2d27-40d1-84f5-970340d2e255,A,6,NA,6a7c1f44-8602-4cbb-97b3-5056e1203cf7,18fea805-b56a-4a15-90f1-f72ae6d31a0d,A,6,NA,A,5,NA
031421_120_2.97,31421,2,120,97,ACERUB,80,28,A,5,NA,e41dd682-84bc-4b4b-a9e2-e442afef21df,A,6,NA,edf16e04-b148-40a5-a66a-bb7ff75a6146,77aa4e4f-1091-436e-96fd-af1e7bae55fc,A,6,NA,A,6,NA
041917_120_6.32,41917,6,120,32,ACERUB,80,70,A,3,NA,b1840679-9554-44dc-a27f-ab009a99442e,A,6,NA,0626c6ef-4ad2-4f66-8ec7-8829d878e0e9,4372b6eb-a020-4ae1-b780-53a832623484,A,6,NA,D,NA,NA
072007_0_6.6,72007,6,0,6,ACERUB,80,70,A,6,NA,c7128c14-c20e-4e9b-a8e6-8625deb79781,A,6,NA,05791777-aeaa-4cf8-aebd-0f90764bcbf3,9f4f7cc7-e7ce-43e0-91a2-19e2d0006762,A,6,NA,A,6.5,NA
072196_0_2.10,72196,2,0,10,ACERUB,80,80,A,6,NA,a7064cdb-cf0e-474e-8724-da8f17484b12,A,6,NA,f13e70cb-9a7b-40c7-887b-5bce813d2b07,60020b5f-0253-41b5-9dd9-6fac7e2f8da3,A,6,NA,A,8.5,NA
072196_0_2.19,72196,2,0,19,ACERUB,80,70,A,6,NA,a7064cdb-cf0e-474e-8724-da8f17484b12,A,6,NA,f13e70cb-9a7b-40c7-887b-5bce813d2b07,60020b5f-0253-41b5-9dd9-6fac7e2f8da3,A,6,NA,A,7,NA
072196_120_6.3,72196,6,120,3,ACERUB,80,57,A,5,NA,f7f44762-5d02-41ac-8b33-4869fa3a0b53,A,6,NA,c1dbf75b-3d03-4d6b-a555-53586d8c9347,c7d14801-d8fc-454f-a369-1d168bc1fc6d,A,6,NA,A,7,NA
080956_120_6.95,80956,6,120,95,ACERUB,80,20,A,5,NA,9e63f0f3-4316-4217-b4d6-bdab3520dcc4,A,6,NA,c21c8168-9dca-4447-8c02-02b7f894921a,e6c3385c-4372-448f-8945-02900c7b2b2c,A,6,NA,A,5.5,NA
141141_240_6.115,141141,6,240,115,ACERUB,80,62,P,NA,NA,NA,A,6,NA,3b66b7ae-a6a2-4ea3-8268-9426803b7d2d,aff97631-4605-49e0-8319-61e292c4b5bd,A,6,NA,D,NA,NA
241665_0_2.21,241665,2,0,21,ACERUB,80,70,A,6,NA,3ade4275-5c2f-44e6-9927-8d19d9e435e9,A,6,NA,0af5e871-81d3-4003-b833-422dd80eaaad,d67f28c6-b960-4f73-a0c1-2d9e71129988,A,6,NA,A,7.5,NA
321216_120_6.73,321216,6,120,73,ACERUB,80,19,A,6,NA,403760fe-2e2f-4a44-9658-e95c0df32995,A,6,NA,677c4516-70d5-4dfe-8215-111aa1327517,a523fc27-12ed-4288-8516-0bdeb0c91235,A,6,NA,A,10,NA
021-48_240_6.104,021-48,6,240,104,PINSTR,80,80,P,NA,NA,NA,A,6,Recruit for sure,d67d15ca-6a20-46f8-8a8e-6a27eb2ebb97,d710d0fc-1521-473d-b453-935305e620ac,A,6,Recruit for sure,A,5.5,NA
120313_0_6.102,120313,6,0,102,PINSTR,80,70,P,NA,NA,NA,A,6,NA,8196871e-9fd2-44f9-9bc1-07efd8a0526f,384370f5-d4a2-4772-bdaa-25005ba104f2,A,6,NA,A,8,Y=59
040979_120_2.67,40979,2,120,67,ACERUB,79,34,A,6,NA,f6f5dbb7-17fb-47a0-abe5-2c6923766fe7,A,6,NA,f37f6c3f-6696-446e-861d-b5ee7f13f115,da694891-3c7c-4217-bd07-dd91ca2b6f33,A,6,NA,D,NA,NA
091128_120_2.44,91128,2,120,44,ACERUB,79,84,A,5,NA,506fdd5a-6854-4a70-9b90-1e17c3ccb2e2,A,6,NA,b5ec2967-1a48-42a0-8a15-49dc50572238,851ba3bd-0a89-45ba-b898-17c7ff04ffac,A,6,NA,CFS,NA,NA
091455_0_2.50,91455,2,0,50,ACERUB,79,40,A,5,NA,cd376429-9fae-45dd-8657-7f1884eb7b6f,A,6,NA,21e31bc1-6312-4af8-9147-d6b0d2d3d9b6,35d29645-c508-4a48-943a-666770853aec,A,6,NA,A,7,NA
321916_240_6.32,321916,6,240,32,ACERUB,79,71,A,6,NA,8655163e-6b29-4d35-be55-10423603d619,A,6,NA,32165df0-c73d-402e-af64-11252efce767,2736f5d5-83b2-4cf5-a0aa-30fbb2e83cc8,A,6,NA,D,NA,NA
091455_0_2.146,91455,2,0,146,ACERUB,78,89,A,6,NA,cd376429-9fae-45dd-8657-7f1884eb7b6f,A,6,NA,21e31bc1-6312-4af8-9147-d6b0d2d3d9b6,35d29645-c508-4a48-943a-666770853aec,A,6,NA,A,6,NA
091572_0_6.3,91572,6,0,3,ACERUB,78,61,A,5,NA,d39eb725-f4ff-46e3-ab60-ce50df006c32,A,6,NA,d6934e6c-505c-49dc-a8da-eb2ef6835aec,996b3fdc-ea20-418b-81ec-104fa082fa89,A,6,NA,A,6.5,Pulled remove
141141_240_6.114,141141,6,240,114,ACERUB,78,62,P,NA,NA,NA,A,6,NA,3b66b7ae-a6a2-4ea3-8268-9426803b7d2d,aff97631-4605-49e0-8319-61e292c4b5bd,A,6,NA,A,7.5,NA
330876_0_6.43,330876,6,0,43,ACERUB,78,40,A,6,NA,ed148dbf-be20-4f09-a63a-e4a1ed454c2b,A,6,NA,81d714e5-de59-4e6b-94af-af55e56e7b41,e4acdc4e-ed41-4f89-803f-9a402ab78104,A,6,NA,A,7,NA
031421_120_2.40,31421,2,120,40,ACERUB,77,68,A,6,NA,e41dd682-84bc-4b4b-a9e2-e442afef21df,A,6,NA,edf16e04-b148-40a5-a66a-bb7ff75a6146,77aa4e4f-1091-436e-96fd-af1e7bae55fc,A,6,NA,A,5,NA
050958_120_6.72,50958,6,120,72,ACERUB,76,14,A,5,NA,96114db9-4197-42db-a657-09a5b6f77e14,A,6,NA,f4c956ca-2405-4a0e-ac23-50a0d9def30c,0b21bb47-8d14-42a7-b992-8ae68a921c21,A,6,NA,A,8.5,NA
101052_120_6.68,101052,6,120,68,ACERUB,76,77,A,4,NA,f4904783-aaab-4f05-ba34-fcaa66549329,A,6,NA,8d4eb441-4033-463e-9d26-d12930a47f1d,6a8f4731-4509-42b4-a4bf-727abcb76d48,A,6,NA,A,8.5,NA
081561_240_6.2,81561,6,240,2,ACERUB,75,92,A,5,NA,395a1968-70b1-4c8b-862d-94ce73484bab,A,6,NA,64ffc59f-cfcd-445b-b375-07f7c31cc014,5ece59a6-0916-4127-8013-1c5e8e0c30d2,A,3,NA,A,3,NA
072007_120_6.54,72007,6,120,54,ACERUB,75,93,A,4,NA,c7ba914e-4930-4ed5-b583-28f0a0cbf7c5,A,6,NA,bb3f16ca-e547-4288-934c-f90d5601984b,38ab4feb-72c9-456b-b20a-360ab0e4134f,A,6,NA,A,6,NA
091455_0_2.128,91455,2,0,128,ACERUB,75,99,A,5,NA,cd376429-9fae-45dd-8657-7f1884eb7b6f,A,6,NA,21e31bc1-6312-4af8-9147-d6b0d2d3d9b6,35d29645-c508-4a48-943a-666770853aec,A,6,NA,A,6,NA
321216_120_2.53,321216,2,120,53,ACERUB,74,12,A,6,NA,08a99c64-3126-43b5-b6cf-a689dc19201b,A,6,NA,db436525-ee5e-4a86-bd90-c357a7e863ea,6161025d-5773-4b58-9265-f715131387fd,A,6,NA,A,6,X=8
101052_120_2.98,101052,2,120,98,ACERUB,73,49,A,4,NA,7c02494d-8de9-4d40-8903-9a81e7ecc225,A,6,NA,05066295-45e7-428a-99e3-5372ffe2fcb6,8f064888-c88c-470e-ac2b-768489cf93af,A,6,NA,A,10,NA
040979_120_6.72,40979,6,120,72,BETSP,72,43,A,4,NA,5112d9de-3c7b-467e-a1bf-cd8ded8c7170,A,6,NA,21dd2782-d0ef-4832-a29d-c22fb448da45,452b5fd3-2436-407d-8d0e-b95a22a586c8,A,6,NA,A,7.5,NA
050958_240_6.101,50958,6,240,101,PINSTR,72,92,P,NA,NA,NA,A,6,NA,8982e1ee-03a2-4a20-ae65-0813c2dfcd5c,4b272392-ed64-4fe7-99fb-048ebaa79e53,A,6,NA,D,NA,NA
051094_0_6.108,51094,6,0,108,PINSTR,72,5,P,NA,NA,NA,A,6,NA,2593db0c-bfd6-4fe0-a67f-5c0cc40a9818,39e10a29-6c46-4152-bee7-a42e7aed23d6,A,6,NA,A,9,NA
120313_0_2.76,120313,2,0,76,ACERUB,71,16,A,6,NA,1c871d59-5a77-4ab3-918f-eb514b18da13,A,6,Removed -pulled,312c3238-1e22-470a-864f-f2bc88f86416,44f5adb0-fc3f-479e-a665-01dca8ce65d5,A,6,Removed -pulled,D,NA,NA
061285_0_6.50,61285,6,0,50,ACEPEN,70,82,A,6,Acepen,7712d43a-4538-4a3d-aee5-ffed25a08adf,A,6,NA,d3cf0252-cc5f-4044-bfcb-0222659ca80b,98c6690a-c589-47a0-a627-da636e843d4a,A,6,NA,D,NA,NA
022156_240_6.8,22156,6,240,8,ACERUB,70,25,A,5,NA,3f2904dc-83d9-4e37-b0cc-b7b222da0d8f,A,6,NA,f85e80b4-82be-4d24-b1c9-032c1bd83a86,1d28e41d-5326-4951-b045-e726b6efdbd3,A,6,NA,D,NA,NA
072007_240_6.50,72007,6,240,50,ACERUB,70,15,A,5,NA,396b5a53-d3f4-4907-9d3d-17fb3e68ac52,A,6,NA,66d05ed2-ae41-4877-8080-f21fc42e9f1f,e5f0996c-3762-429b-813c-465cf6535c13,A,6,NA,CFS,NA,NA
072196_120_6.70,72196,6,120,70,ACERUB,70,40,A,5,NA,f7f44762-5d02-41ac-8b33-4869fa3a0b53,A,6,NA,c1dbf75b-3d03-4d6b-a555-53586d8c9347,c7d14801-d8fc-454f-a369-1d168bc1fc6d,A,6,NA,D,NA,NA
072196_120_6.71,72196,6,120,71,ACERUB,70,75,A,5,NA,f7f44762-5d02-41ac-8b33-4869fa3a0b53,A,6,Y = 60,c1dbf75b-3d03-4d6b-a555-53586d8c9347,c7d14801-d8fc-454f-a369-1d168bc1fc6d,A,6,Y = 60,A,9.5,NA
091455_0_2.1,91455,2,0,1,ACERUB,70,68,A,6,NA,cd376429-9fae-45dd-8657-7f1884eb7b6f,A,6,NA,21e31bc1-6312-4af8-9147-d6b0d2d3d9b6,35d29645-c508-4a48-943a-666770853aec,A,6,NA,A,5.5,NA
201215_240_6.22,201215,6,240,22,ACERUB,70,60,A,4,NA,fe1cf53f-0e49-4ffe-9623-5c869b6fe424,A,6,NA,5baea3e9-0c42-4ece-bb4f-0c484b342c50,060016ff-393f-418c-99c0-44f6328a5f8f,A,6,NA,D,NA,NA
201215_240_6.9,201215,6,240,9,ACERUB,70,20,A,5,NA,fe1cf53f-0e49-4ffe-9623-5c869b6fe424,A,6,NA,5baea3e9-0c42-4ece-bb4f-0c484b342c50,060016ff-393f-418c-99c0-44f6328a5f8f,A,6,NA,A,6,NA
241665_240_6.76,241665,6,240,76,ACERUB,70,19,A,6,NA,125f0c5e-ec0a-414f-a82e-76040882d055,A,6,NA,48d223e3-51fc-47ff-b69f-3db243bfa965,3fe4bb76-3449-4e9a-8466-38970ae2c33d,A,6,NA,A,6,NA
291362_0_6.103,291362,6,0,103,ACERUB,70,40,P,NA,NA,NA,A,6,NA,3a3189ad-9fd2-40fa-a11d-823b1c86b4e7,45e8602e-3797-4c8a-9581-5b6d99e189f7,A,6,NA,A,7,NA
021048_0_2.37,21048,2,0,37,BETSP,70,5,A,6,NA,422ad7e8-36a4-4b96-a52c-1cf112b92887,A,6,NA,4f837319-22fa-4d09-9882-9aae446641f5,a8edfc3d-c142-491e-9b62-7c3d65107399,A,6,NA,D,NA,NA
050958_120_2.101,50958,2,120,101,PINSTR,70,80,P,NA,NA,NA,A,6,NA,6fe59555-ca96-4684-9961-1e4cf6944b5e,a842e346-4384-48f3-8da9-41b2548b9093,A,6,NA,D,NA,NA
190323_120_2.190,190323,2,120,190,QUERUB,70,20,P,NA,NA,NA,A,6,"Maybe an annual, but tagged",6de18d9f-aa4a-4613-abda-88ebaac25250,6df11e26-de34-41fc-923e-741cb9c76736,A,6,"Maybe an annual, but tagged",D,NA,NA
061110_240_2.41,61110,2,240,41,ACERUB,69,27,A,5,NA,fb4d158a-ea6c-4ad3-aa62-b2d12a677e30,A,6,NA,a8c3ae8c-67c0-4255-884a-fea22c8822c2,4b289252-1a55-4a18-ae9c-ec34f4c8b81a,A,6,NA,A,7,NA
072196_120_6.59,72196,6,120,59,ACERUB,69,51,A,4,NA,f7f44762-5d02-41ac-8b33-4869fa3a0b53,A,6,NA,c1dbf75b-3d03-4d6b-a555-53586d8c9347,c7d14801-d8fc-454f-a369-1d168bc1fc6d,A,6,NA,D,NA,NA
072196_120_6.98,72196,6,120,98,ACERUB,69,79,A,6,NA,f7f44762-5d02-41ac-8b33-4869fa3a0b53,A,6,NA,c1dbf75b-3d03-4d6b-a555-53586d8c9347,c7d14801-d8fc-454f-a369-1d168bc1fc6d,A,6,NA,CFS,NA,NA
101052_120_6.26,101052,6,120,26,ACERUB,69,31,A,5,NA,f4904783-aaab-4f05-ba34-fcaa66549329,A,6,NA,8d4eb441-4033-463e-9d26-d12930a47f1d,6a8f4731-4509-42b4-a4bf-727abcb76d48,A,6,NA,A,7,NA
241225_240_6.4,241225,6,240,4,ACERUB,69,98,A,5,NA,f9fd2ecc-12d9-4231-9afa-a6354d3cb870,A,6,NA,7abf4c73-0b09-4894-b375-82a3215be379,28556a4d-4222-4100-a92b-5c71f7ac9806,A,6,NA,A,6,NA
072196_240_6.29,72196,6,240,29,NYSSLY,69,15,A,6,Nyssa,62054420-f656-411a-83b7-a70e2f37e622,A,6,NA,26bd2377-27a2-4f7f-a951-0c38f0229ba5,42cce858-2da5-473b-b74c-1862d48c7a2f,A,6,NA,D,NA,NA
040979_0_2.55,40979,2,0,55,ACERUB,68,94,A,7,NA,e439149e-339b-4a21-988e-790430c6c673,A,6,NA,e9813224-9b08-4206-ab72-d5684c175848,502a0fa0-2651-4655-a5b4-7e443eee9066,A,6,NA,CFS,NA,NA
072007_0_6.13,72007,6,0,13,ACERUB,68,20,A,5,NA,c7128c14-c20e-4e9b-a8e6-8625deb79781,A,6,NA,05791777-aeaa-4cf8-aebd-0f90764bcbf3,9f4f7cc7-e7ce-43e0-91a2-19e2d0006762,A,6,NA,A,6.5,NA
072196_0_6.53,72196,6,0,53,ACERUB,67,30,A,6,NA,6b0c62d4-d627-4f73-810d-ea72b4c32808,A,6,NA,8a0fb64b-77ef-45cb-9e02-c7bbad8086e0,8dda11c7-4547-4420-a87a-ec2324836d80,A,6,NA,A,6,NA
091128_240_6.7,91128,6,240,7,ACERUB,67,43,A,6,NA,f8fd0b98-4351-451c-9a82-211f76ce8b22,A,6,NA,6d0f49b7-205f-4a1c-ab0d-1fe6b937f33f,b14be716-3eaa-49dc-963d-49fd0e619118,A,6,NA,CFS,NA,NA
072007_0_2.83,72007,2,0,83,ACERUB,65,65,A,5,NA,f8af840b-2759-4c42-b889-64377294c864,A,6,NA,515b3057-1561-4e8a-905f-96bbb9a1c222,ef1e1670-76a8-46ab-9143-4c8b21af09c2,A,6,NA,A,7,NA
081561_240_6.63,81561,6,240,63,ACERUB,65,20,A,5,NA,395a1968-70b1-4c8b-862d-94ce73484bab,A,6,NA,64ffc59f-cfcd-445b-b375-07f7c31cc014,e88adfdc-9e26-4841-9bbd-f43d3bc05c61,A,6,NA,A,6.5,NA
191191_240_6.94,191191,6,240,94,ACERUB,65,10,A,5,NA,08038d8d-dfee-4c81-b587-1693a87d6401,A,6,NA,275d9666-cfc4-475e-90f4-4264e3b072fb,fbc13b86-74e1-4f94-96c9-4bbb15937168,A,6,NA,A,7.5,NA
051094_120_6.104,51094,6,120,104,PINSTR,65,45,P,NA,NA,NA,A,6,NA,48856252-e40b-42f0-9f40-6ce0b74622c5,b8b10a00-f8e4-49af-bbe5-06fdb20fc60b,A,6,NA,A,6,NA
101052_120_2.109,101052,2,120,109,PINSTR,65,78,P,NA,NA,NA,A,6,NA,05066295-45e7-428a-99e3-5372ffe2fcb6,8f064888-c88c-470e-ac2b-768489cf93af,A,6,NA,A,11.5,NA
091128_240_2.96,91128,2,240,96,ACERUB,64,72,A,5,NA,c76fe36f-2609-40f4-b0f7-e79e2b814b8d,A,6,NA,b502635d-8a39-4284-8b7a-e36813fcbb23,9281609b-2c2f-458f-8155-0486c4353528,A,6,NA,A,5,NA
091455_0_2.188,91455,2,0,188,ACERUB,64,67,A,6,NA,cd376429-9fae-45dd-8657-7f1884eb7b6f,A,6,NA,21e31bc1-6312-4af8-9147-d6b0d2d3d9b6,35d29645-c508-4a48-943a-666770853aec,A,6,NA,D,NA,NA
070864_0_6.102,70864,6,0,102,ACERUB,62,2,P,NA,NA,NA,A,6,Miss ‘21,f2c791a4-150b-451e-ba5f-0bb43615ebd9,3143526c-be54-42b9-ba66-b12b973cd292,A,6,Miss ‘21,A,9,"X = -2 Y = 51
Outside of plot"
201215_240_2.4,201215,2,240,4,ACERUB,62,65,A,6,NA,cc100b5e-c436-4d40-b40b-6d18533e560f,A,6,NA,bbfadeb5-eceb-4ea4-b8ce-91d152184b2c,e6b82ea1-8a11-4a5e-af62-8eb12da30597,A,6,NA,D,NA,NA
291362_120_6.28,291362,6,120,28,ACERUB,62,82,A,4,NA,f1bdbc74-2806-4bfa-819a-63dbb43dd463,A,6,NA,54af5a21-0fda-4022-a4c9-a8145d182945,e55f806e-4978-4988-a7ed-e10085b8ed4d,A,6,NA,A,6,NA
311758_120_6.97,311758,6,120,97,ACERUB,62,73,A,6,NA,ce7a88f3-c6d8-4671-8464-926d79e16e58,A,6,NA,7da698f8-7e4e-464d-94b7-ef6f2fbba009,faa7c530-a414-40e6-b344-324db73693bb,A,6,NA,A,5,Clipped
020782_0_2.57,20782,2,0,57,PINSTR,62,10,P,NA,NA,NA,A,6,NA,e77cfa46-a4b1-4660-9f18-d49d59510f14,3ea84760-a391-4dcc-a3e7-e1dc9086e0a7,A,6,NA,A,8,NA
191191_120_2.99,191191,2,120,99,QUERUB,62,37,A,10,NA,1646e504-1dd6-4069-b28a-7744f8a441b9,A,6,NA,3558c152-d252-4680-a256-95170824d1f8,a82b3784-b1d8-4a3c-9c5e-35b8a1acbb26,A,6,NA,A,9.5,NA
321916_0_6.43,321916,6,0,43,SORAME,62,6,A,7,Sorbam,4ae067c7-e2d8-42dd-92e7-9da538c42437,A,6,NA,84a51679-a320-4100-95e8-b76857dcf8fe,648a0966-d9ce-4bb2-b420-5fabaef992d3,A,6,NA,A,7,NA
321916_0_6.103,321916,6,0,103,ACEPEN,60,93,P,NA,NA,NA,A,6,NA,84a51679-a320-4100-95e8-b76857dcf8fe,648a0966-d9ce-4bb2-b420-5fabaef992d3,A,6,NA,A,8,ACEPEN
072007_0_6.33,72007,6,0,33,ACERUB,60,40,A,4,NA,c7128c14-c20e-4e9b-a8e6-8625deb79781,A,6,NA,05791777-aeaa-4cf8-aebd-0f90764bcbf3,9f4f7cc7-e7ce-43e0-91a2-19e2d0006762,A,6,NA,A,6,NA
072007_0_6.60,72007,6,0,60,ACERUB,60,15,A,6,NA,c7128c14-c20e-4e9b-a8e6-8625deb79781,A,6,NA,05791777-aeaa-4cf8-aebd-0f90764bcbf3,9f4f7cc7-e7ce-43e0-91a2-19e2d0006762,A,6,NA,A,6.5,NA
072196_0_6.66,72196,6,0,66,ACERUB,60,45,A,5,NA,6b0c62d4-d627-4f73-810d-ea72b4c32808,A,6,NA,8a0fb64b-77ef-45cb-9e02-c7bbad8086e0,8dda11c7-4547-4420-a87a-ec2324836d80,A,6,NA,A,6,NA
091455_0_2.65,91455,2,0,65,ACERUB,60,40,A,6,NA,cd376429-9fae-45dd-8657-7f1884eb7b6f,A,6,NA,21e31bc1-6312-4af8-9147-d6b0d2d3d9b6,35d29645-c508-4a48-943a-666770853aec,A,6,NA,D,NA,NA
091455_0_6.67,91455,6,0,67,ACERUB,60,25,A,4,NA,e8575612-5537-4834-b202-8ff44a5f8987,A,6,NA,4496e1cd-51d5-4bbf-9069-0bb2b527a8f0,b20709ac-27ac-46b1-af32-e18bec1e14d2,A,6,NA,A,6,NA
091572_0_6.68,91572,6,0,68,ACERUB,60,60,A,6,NA,d39eb725-f4ff-46e3-ab60-ce50df006c32,A,6,Pulled-remove,d6934e6c-505c-49dc-a8da-eb2ef6835aec,996b3fdc-ea20-418b-81ec-104fa082fa89,A,6,Pulled-remove,CFS,NA,NA
311758_120_6.103,311758,6,120,103,ACERUB,60,80,P,NA,NA,NA,A,6,NA,7da698f8-7e4e-464d-94b7-ef6f2fbba009,faa7c530-a414-40e6-b344-324db73693bb,A,6,NA,A,7,NA
311774_120_6.55,311774,6,120,55,ACERUB,60,10,A,6,NA,de163bf6-2d0b-49e1-87ac-ddbc5a7e76ec,A,6,NA,36c84e89-b996-4065-84d1-99bbe77d4aa2,ce0e1d82-77e8-4ac7-b3cd-d3fdb5b4e8e7,A,6,NA,A,7,NA
051094_0_6.103,51094,6,0,103,PINSTR,60,88,P,NA,NA,NA,A,6,NA,2593db0c-bfd6-4fe0-a67f-5c0cc40a9818,39e10a29-6c46-4152-bee7-a42e7aed23d6,A,6,NA,D,NA,NA
091128_120_6.105,91128,6,120,105,PINSTR,60,45,P,NA,NA,NA,A,6,NA,fe86ed45-584a-4bfd-9c96-bd3b1079ac3b,1a25072c-9580-444d-8792-c53c912286cf,A,6,NA,D,NA,NA
352237_240_2.101,352237,2,240,101,PINSTR,60,70,P,NA,NA,NA,A,6,NA,2c15fa71-a942-4bf9-a0f7-d6a47a1c09ad,c3c9d5d1-12ac-41b5-acd4-c9b5ed39fe47,A,6,NA,A,6.5,NA
021-48_240_6.10,021-48,6,240,10,ACERUB,59,86,A,4,NA,3b1d5bf8-0a60-4c17-95ed-257da50bfd80,A,6,NA,d67d15ca-6a20-46f8-8a8e-6a27eb2ebb97,d710d0fc-1521-473d-b453-935305e620ac,A,6,NA,A,6,NA
040979_120_2.74,40979,2,120,74,ACERUB,59,22,A,5,NA,f6f5dbb7-17fb-47a0-abe5-2c6923766fe7,A,6,NA,f37f6c3f-6696-446e-861d-b5ee7f13f115,da694891-3c7c-4217-bd07-dd91ca2b6f33,A,6,NA,A,7,Pulled-remove
072196_0_2.72,72196,2,0,72,ACERUB,59,50,A,6,NA,a7064cdb-cf0e-474e-8724-da8f17484b12,A,6,NA,f13e70cb-9a7b-40c7-887b-5bce813d2b07,60020b5f-0253-41b5-9dd9-6fac7e2f8da3,A,6,NA,A,7,NA
321216_120_6.26,321216,6,120,26,ACERUB,58,6,A,5,NA,403760fe-2e2f-4a44-9658-e95c0df32995,A,6,NA,677c4516-70d5-4dfe-8215-111aa1327517,a523fc27-12ed-4288-8516-0bdeb0c91235,A,6,NA,A,8,NA
031421_0_6.108,31421,6,0,108,PINSTR,58,32,P,NA,NA,NA,A,6,NA,ee9e2d92-1c46-4cc5-9f6d-4ce42aa806dc,45835184-ee8b-4475-a2b7-6f1cf52bddc2,A,6,NA,A,9,NA
031421_240_6.102,31421,6,240,102,PINSTR,58,98,P,NA,NA,NA,A,6,For sure recruit,deae31ca-8aa3-46a5-a4bf-3eeadb19fe2c,d696046c-6c90-4841-b99d-2460bc124795,A,6,For sure recruit,A,6,NA
031421_240_6.112,31421,6,240,112,PINSTR,58,70,P,NA,NA,NA,A,6,NA,deae31ca-8aa3-46a5-a4bf-3eeadb19fe2c,d696046c-6c90-4841-b99d-2460bc124795,A,5,NA,A,5.5,NA
040979_0_6.12,40979,6,0,12,ACERUB,57,71,A,5,NA,2fe09ffa-58d3-4a4c-b58e-c6181f8eba8f,A,6,NA,4cb250f6-0aff-4668-ab99-36e15912ab20,5f7f8eca-73ca-41c1-9a62-1b931231f302,A,6,NA,CFS,NA,NA
072196_240_6.20,72196,6,240,20,ACERUB,57,6,A,6,NA,62054420-f656-411a-83b7-a70e2f37e622,A,6,NA,26bd2377-27a2-4f7f-a951-0c38f0229ba5,42cce858-2da5-473b-b74c-1862d48c7a2f,A,6,NA,A,7,NA
040979_240_2.101,40979,2,240,101,PINSTR,57,79,P,NA,NA,NA,A,6,NA,0b678182-8d47-412a-896b-bab7f1839fc5,a4c0e62d-62e4-4156-a7af-a23dab5d7827,A,6,NA,A,6,NA
120313_0_2.57,120313,2,0,57,ACERUB,56,84,A,4,NA,1c871d59-5a77-4ab3-918f-eb514b18da13,A,6,NA,312c3238-1e22-470a-864f-f2bc88f86416,44f5adb0-fc3f-479e-a665-01dca8ce65d5,A,6,NA,CFS,NA,NA
022156_120_2.91,22156,2,120,91,ACERUB,55,55,A,5,NA,2478498e-c86d-4212-8d47-cbf7a73310ce,A,6,NA,8a76e6b0-ca16-4b7a-8aa5-0a2c1298ae86,13fb2427-8365-4a7c-85e5-cda2fb5556dd,A,6,NA,A,7,NA
