Unique_Tag,Tree,Distance,Transect,Tag,Species_23,X,Y,ST_21,HT_21,Notes_21,Sumbission.Id_2021,ST_22,HT_22,Notes_2022,Quad_Notes_2022,Submission.Id_2023,Status_2022,Height_2022,Notes_22,ST_23,HT_23,Notes_2023
260982_0_6.46,260982,6,0,46,ACERUB,94,56,A,20,NA,43638bd1-1b15-4e6b-8f62-a6b58c85dec2,A,21,NA,25f10cd7-d1cf-433b-bc22-9947fa498c2e,3452335e-4f33-425c-b48c-1a5aab91fc2c,A,21,NA,A,22,NA
091572_0_6.19,91572,6,0,19,TSUCAN,82,79,A,19,HWA,d39eb725-f4ff-46e3-ab60-ce50df006c32,A,21,NA,d6934e6c-505c-49dc-a8da-eb2ef6835aec,996b3fdc-ea20-418b-81ec-104fa082fa89,A,21,NA,A,25,NA
290171_0_2.19,290171,2,0,19,ACERUB,73,5,A,18,NA,0f250d46-0af4-4e6c-8266-e81c3d31a20c,A,21,NA,9793825c-54f2-4277-a2a1-039d6997b400,64d37266-0e86-4749-8e3d-b22e7e857d8b,A,21,NA,A,22,NA
330876_120_2.90,330876,2,120,90,ACERUB,55,90,A,11,NA,0d77bed4-5c16-462e-a273-9cc02d74ab11,A,21,Last ht = 19,d8b179ee-7803-469d-8cc4-b14ecbff8ce7,ba0a8fba-a33a-4404-a231-52cc01974469,A,21,Last ht = 19,A,23,NA
080956_240_6.15,80956,6,240,15,PINSTR,50,55,A,17,Picea sp.,9325d507-06bd-47d1-9db9-bcb1f245d44e,A,21,NA,b638cd81-2294-448e-929a-a0d32f7836fa,6fe1c032-fcd2-4627-ab01-a84177bb752e,A,21,NA,A,25,NA
080956_240_2.13,80956,2,240,13,TSUCAN,42,20,A,18,HWA,9e84dd58-ac32-4435-8a96-af61fce7882f,A,21,NA,385dd80c-2b6e-4818-bd61-bb0db3a088e4,cbf4d527-a051-401c-9710-98152a3306df,A,21,NA,A,23,NA
321916_0_6.41,321916,6,0,41,TSUCAN,41,25,A,21,NA,4ae067c7-e2d8-42dd-92e7-9da538c42437,A,21,NA,84a51679-a320-4100-95e8-b76857dcf8fe,648a0966-d9ce-4bb2-b420-5fabaef992d3,A,21,NA,A,22,NA
061285_0_2.27,61285,2,0,27,TSUCAN,40,50,A,16,NA,87218592-0bd0-4173-a641-eaf4bbd240f2,A,21,NA,0d8bc571-a4ce-41ac-8364-5c8aa6d468b2,4145263c-97b4-4cf9-9e81-0058ef96832a,A,21,NA,A,27,NA
061285_0_2.61,61285,2,0,61,TSUCAN,40,60,A,14,NA,87218592-0bd0-4173-a641-eaf4bbd240f2,A,21,NA,0d8bc571-a4ce-41ac-8364-5c8aa6d468b2,4145263c-97b4-4cf9-9e81-0058ef96832a,A,21,NA,A,27,"Same individual as 27, remove"
260982_0_2.13,260982,2,0,13,ACERUB,38,50,A,21,NA,01f89dd4-b6c2-4935-9142-e5ca6eb50b90,A,21,Pulled remove,c0274245-331b-4003-bf7a-5501e51cf111,632e70ae-9d21-4a32-85be-d671e1e2f8e1,A,21,Pulled remove,D,NA,NA
070864_240_6.158,70864,6,240,158,ACERUB,32,92,A,20,NA,333675e0-b5ee-47bd-8194-4efb784bfb31,A,21,NA,d8af8a78-0c61-41f0-8d3c-38d0c69351eb,b3b2b9f6-8a12-40bd-84f3-4f4a90ea86d8,A,21,NA,A,22,NA
241225_0_2.80,241225,2,0,80,AMELAE,27,28,A,14,Amelae,7fd76cbe-caa5-4d1a-bd66-761dbb5fbd81,A,21,NA,68ff1bd2-c9e1-440e-b37b-14a80c06352f,bae4530e-02de-45fb-aa9c-71c2e2bc12fb,A,21,NA,A,21,NA
260982_0_6.5,260982,6,0,5,ACERUB,24,18,A,19,NA,43638bd1-1b15-4e6b-8f62-a6b58c85dec2,A,21,NA,25f10cd7-d1cf-433b-bc22-9947fa498c2e,3452335e-4f33-425c-b48c-1a5aab91fc2c,A,21,NA,A,22,NA
290171_0_6.48,290171,6,0,48,AMELAE,22,75,A,19,Amelae,67559495-e6e4-4563-adef-f65366859667,A,21,NA,00136caa-c287-4886-b682-9db5e645ab73,44f3d003-973d-47b1-9d29-32c15a2499e4,A,21,NA,A,21,NA
241665_0_6.89,241665,6,0,89,QUERUB,20,25,A,19,NA,1d7a1c74-f2b2-4f6c-acbc-9471fb7045ea,A,21,NA,4f4ffb43-a15f-438d-bcb9-6b9ad26a17e2,9ab4535c-0f26-48c9-a186-a7d55aa6b41d,A,21,NA,A,21,NA
091572_0_2.24,91572,2,0,24,TSUCAN,75,30,A,18,HWA,45a47993-c7c7-4c26-8867-c3973b0afed2,A,21.5,NA,ab4089d1-6bfa-4cd3-8119-d224394ef507,2b7d626e-52b6-458a-a199-01d481de030f,A,21.5,NA,A,21.5,NA
291578_0_2.66,291578,2,0,66,QUERUB,45,20,A,21,NA,51754117-2e14-4d65-98a0-4ca75c7888a2,A,21.5,NA,8a140564-7fd2-4619-8ba3-3d2a8cdbf04d,6aedda4f-bf3e-4b56-807a-45b785ff2142,A,21.5,NA,D,NA,NA
091455_240_2.69,91455,2,240,69,ACERUB,40,15,A,20,NA,fc58b92e-5450-4d93-8595-dfe9bfc69552,A,21.5,NA,2535bbd9-3d0d-45da-890a-002af9104f83,aaaf4c88-bf4f-4211-bc76-77ce0df34d7a,A,21.5,NA,A,23.5,NA
290171_240_6.23,290171,6,240,23,QUERUB,22,30,A,21,NA,7332d5d6-6972-4b4d-81b6-ae70597078c6,A,21.5,NA,f360b479-8e57-48ee-80d3-50bb398c9b48,293ba0fd-8dba-4a70-a11d-d1d3998867c2,A,21.5,NA,A,23,NA
141141_120_2.29,141141,2,120,29,BETSP,20,66,A,12,NA,2c9470c8-0165-44c9-8876-3d5190c055c8,A,21.5,NA,4141e7fc-4311-4fa4-95f6-bdb4ad1eb738,fa0df0ee-0cf4-42c1-901e-b38664cf99d3,A,21.5,NA,A,23,NA
241665_240_2.19,241665,2,240,19,QUERUB,10,40,A,22,NA,6d53b501-3820-49f6-981e-80a57a61ccc9,A,21.5,NA,1e3260e3-4787-4203-b9c6-3333e3c6c3d9,483d4968-09dc-4b50-b16e-a9906a2c78d5,A,21.5,NA,A,25,NA
091572_0_6.75,91572,6,0,75,QUERUB,5,5,A,19,NA,d39eb725-f4ff-46e3-ab60-ce50df006c32,A,21.5,NA,d6934e6c-505c-49dc-a8da-eb2ef6835aec,996b3fdc-ea20-418b-81ec-104fa082fa89,A,21.5,NA,A,26.5,NA
290171_120_2.63,290171,2,120,63,QUERUB,90,93,A,21,NA,0de53464-0bbe-4bc1-b8ec-4bf70865a1c1,A,22,NA,7e128ba3-f21e-4b9e-bb7b-3c2c9995b28c,6568f523-1fc3-4bda-a57a-f2f2f3ce1d72,A,22,NA,A,15,NA
260982_0_2.83,260982,2,0,83,ACERUB,88,90,A,20,NA,01f89dd4-b6c2-4935-9142-e5ca6eb50b90,A,22,NA,c0274245-331b-4003-bf7a-5501e51cf111,632e70ae-9d21-4a32-85be-d671e1e2f8e1,A,22,NA,A,5.5,Measured new stem
260982_0_6.39,260982,6,0,39,ACERUB,77,55,A,20,NA,43638bd1-1b15-4e6b-8f62-a6b58c85dec2,A,22,NA,25f10cd7-d1cf-433b-bc22-9947fa498c2e,3452335e-4f33-425c-b48c-1a5aab91fc2c,A,22,NA,A,24.5,NA
040979_240_2.58,40979,2,240,58,BETSP,73,9,A,18,NA,d1921711-2d45-420b-a8f6-fdd6156fef81,A,22,NA,0b678182-8d47-412a-896b-bab7f1839fc5,a4c0e62d-62e4-4156-a7af-a23dab5d7827,A,22,NA,A,22,NA
040979_120_2.87,40979,2,120,87,BETSP,69,69,A,17,NA,f6f5dbb7-17fb-47a0-abe5-2c6923766fe7,A,22,NA,f37f6c3f-6696-446e-861d-b5ee7f13f115,da694891-3c7c-4217-bd07-dd91ca2b6f33,A,22,NA,A,24,NA
080956_120_2.52,80956,2,120,52,PINSTR,60,70,A,16,Pinstro,3d525b61-5888-4c42-bfb7-d76af3a0e472,A,22,NA,30c878a4-15c0-42bb-9a4c-dd3af620e9bc,ec3d9e1a-014d-435f-a0b4-a08d9a9243ea,A,22,NA,A,23,PINSTR
351355_120_6.31,351355,6,120,31,QUERUB,40,45,A,18,NA,9261d3eb-5c76-4a2e-916e-92a1988b4c63,A,22,NA,53374303-b3bb-410f-9c78-6c8527c87cc1,7f4c111f-3f4b-4c54-942e-58b30ac70a11,A,22,NA,A,25.5,NA
260982_0_6.84,260982,6,0,84,ACERUB,39,89,A,21,NA,43638bd1-1b15-4e6b-8f62-a6b58c85dec2,A,22,NA,25f10cd7-d1cf-433b-bc22-9947fa498c2e,3452335e-4f33-425c-b48c-1a5aab91fc2c,A,22,NA,A,24,NA
241665_120_6.97,241665,6,120,97,QUERUB,15,9,A,12,NA,a2c1f60b-b6dd-4d09-88ed-b102c0b4e162,A,22,Legit,b500690e-0116-4ed6-921f-676c2431d8c1,7b450fb5-5589-4cdf-9113-5b57caeee049,A,22,Legit,A,22.5,NA
321216_0_6.14,321216,6,0,14,QUERUB,13,9,A,20,NA,0a8f641e-e086-4b51-83e9-d191f586cb3b,A,22,NA,a45d0174-0493-42de-826e-2c2a5dd55500,dafa91b2-39ba-4e4d-9704-1b49a9fe41e6,A,22,NA,D,NA,NA
07323_0_6.38,07323_,6,,38,TSUCAN,10,99,A,24,HWA,aa9b77ec-1f32-4684-9569-f3b1e5e8b304,A,22,NA,3d7f27a4-8ec2-4087-a435-0cb0ebf4f6e3,2a92dc97-0188-4fc9-939d-875a063a0b70,A,22,NA,A,25,NA
340694_240_2.44,340694,2,240,44,QUERUB,5,18,A,21,NA,a6d8cd16-fd41-4321-83ba-c8844489c088,A,22,NA,42d094e4-ce2a-4d26-8069-726f87de569a,1292527b-4f67-42c3-8adf-a1a34673d991,A,22,NA,D,NA,NA
031421_120_6.65,31421,6,120,65,TSUCAN,2,20,A,18,NA,e2e4caa3-4d91-45a1-ae22-3b36c072213f,A,22,HWA,8784e690-a7cb-4dda-ad60-7a63a89ca3b0,265a56d3-f906-48f5-8709-164978c678e9,A,22,HWA,A,28,NA
050958_240_6.19,50958,6,240,19,ACERUB,96,67,A,19,NA,e8a5199a-5d6d-4dd1-944e-7fd836601211,A,22.5,NA,8982e1ee-03a2-4a20-ae65-0813c2dfcd5c,4b272392-ed64-4fe7-99fb-048ebaa79e53,A,22.5,NA,A,26,NA
340694_120_6.11,340694,6,120,11,QUERUB,80,68,A,17,NA,db442f4f-9564-4216-9eb1-f3b550c51c78,A,22.5,NA,f4d881a5-91ca-4744-b254-d66a7c0f0267,1dc6dce4-2e21-480a-af22-533a4f642971,A,22.5,NA,A,25,NA
061110_120_2.67,61110,2,120,67,TSUCAN,39,23,A,20,NA,1b81443d-2004-42a5-ab04-a20c4ed57414,A,22.5,NA,0c854d8f-5e65-4923-a9d4-4dac58b33f55,5119efaa-3555-4645-82f5-60b5cb35703d,A,22.5,NA,A,25,NA
200264_0_2.61,200264,2,0,61,QUERUB,25,95,A,16,NA,7aa8ce6c-300e-4787-8d1c-3926a8dd4532,A,22.5,NA,b912a692-39ee-41a8-8c7e-88cd5bc768d9,2beb55a7-c7ed-4be5-8ac2-d2bd91477d64,A,22.5,NA,A,23,NA
321216_120_6.86,321216,6,120,86,QUERUB,20,45,A,22,NA,403760fe-2e2f-4a44-9658-e95c0df32995,A,22.5,NA,677c4516-70d5-4dfe-8215-111aa1327517,a523fc27-12ed-4288-8516-0bdeb0c91235,A,22.5,NA,D,NA,NA
080956_240_6.97,80956,6,240,97,QUERUB,95,40,A,18,NA,9325d507-06bd-47d1-9db9-bcb1f245d44e,A,23,NA,b638cd81-2294-448e-929a-a0d32f7836fa,6fe1c032-fcd2-4627-ab01-a84177bb752e,A,23,NA,A,25.5,NA
061110_240_2.105,61110,2,240,105,BETSP,92,84,P,NA,NA,NA,A,23,"Miss 21, bet sp",a8c3ae8c-67c0-4255-884a-fea22c8822c2,4b289252-1a55-4a18-ae9c-ec34f4c8b81a,A,23,"Miss 21, bet sp",A,35,NA
260982_0_6.80,260982,6,0,80,ACERUB,88,10,A,28,NA,43638bd1-1b15-4e6b-8f62-a6b58c85dec2,A,23,Prev 18,25f10cd7-d1cf-433b-bc22-9947fa498c2e,3452335e-4f33-425c-b48c-1a5aab91fc2c,A,23,Prev 18,D,NA,NA
240769_0_6.21,240769,6,0,21,QUERUB,70,5,A,20,NA,daa224bd-f94d-4e93-a9be-3ed96efa5648,A,23,NA,6ddd9a41-47bc-4486-b432-68366ef89ca4,77acfc36-9908-4b84-b90d-327ced6ddf1b,A,23,NA,CFS,NA,NA
091455_0_2.202,91455,2,0,202,BETSP,62,60,P,NA,NA,NA,A,23,"Bet sp, miss ‘21",21e31bc1-6312-4af8-9147-d6b0d2d3d9b6,35d29645-c508-4a48-943a-666770853aec,A,23,"Bet sp, miss ‘21",A,28,NA
330876_240_6.97,330876,6,240,97,QUERUB,50,8,A,20,NA,e8ec64a2-c772-4977-be42-c1b77ebeb689,A,23,NA,05217d43-84de-4ef5-87bf-7df08355ff2c,b9f7a023-ccc7-4d3e-946a-7c68724e0626,A,23,NA,A,25.5,NA
072196_0_2.64,72196,2,0,64,QUERUB,48,34,A,21,NA,a7064cdb-cf0e-474e-8724-da8f17484b12,A,23,NA,f13e70cb-9a7b-40c7-887b-5bce813d2b07,60020b5f-0253-41b5-9dd9-6fac7e2f8da3,A,23,NA,A,26,NA
260982_120_6.7,260982,6,120,7,TSUCAN,41,52,A,21,NA,d6e6ba9f-17c8-4869-b6c0-63750a03b289,A,23,NA,5c688713-9b38-441e-8783-731443a707f4,0ecea5e8-3d2d-4063-84c4-f490129f8606,A,23,NA,A,23,NA
260982_0_6.81,260982,6,0,81,ACERUB,40,96,A,21,NA,43638bd1-1b15-4e6b-8f62-a6b58c85dec2,A,23,NA,25f10cd7-d1cf-433b-bc22-9947fa498c2e,3452335e-4f33-425c-b48c-1a5aab91fc2c,A,23,NA,A,24,NA
040979_120_2.24,40979,2,120,24,BETSP,39,5,A,22,NA,f6f5dbb7-17fb-47a0-abe5-2c6923766fe7,A,23,NA,f37f6c3f-6696-446e-861d-b5ee7f13f115,da694891-3c7c-4217-bd07-dd91ca2b6f33,A,23,NA,D,NA,NA
260982_0_2.54,260982,2,0,54,ACERUB,31,35,A,22,NA,01f89dd4-b6c2-4935-9142-e5ca6eb50b90,A,23,NA,c0274245-331b-4003-bf7a-5501e51cf111,632e70ae-9d21-4a32-85be-d671e1e2f8e1,A,23,NA,A,24.5,NA
151940_240_6.48,151940,6,240,48,QUERUB,30,40,A,21,NA,43bc568d-5cfa-4fea-b584-78a12e6175e4,A,23,NA,f2abc2df-d678-44dc-bb45-8dfb7c61afbf,4ab62bfb-4280-4b0c-a0f2-a598ff699c75,A,23,NA,A,17.5,Top broke off
291578_0_2.10,291578,2,0,10,QUERUB,29,50,A,20,NA,51754117-2e14-4d65-98a0-4ca75c7888a2,A,23,NA,8a140564-7fd2-4619-8ba3-3d2a8cdbf04d,6aedda4f-bf3e-4b56-807a-45b785ff2142,A,23,NA,A,25,NA
070864_0_2.65,70864,2,0,65,ACERUB,25,17,A,13,NA,30d47b4b-90ce-4245-9d77-44e10af99af5,A,23,NA,a6a64eb8-eb27-436a-ac5c-4d2465f81d28,5fc8fcff-ebb3-45b1-a3bb-ea71671f9543,A,23,NA,CFS,NA,NA
021048_240_6.103,21048,6,240,103,NYSSLY,20,70,P,NA,NA,NA,A,23,Miss ‘21,94e97c8a-8c1d-4e89-a260-a467cf5278ad,8790dd1a-b1fa-4d00-884f-f265937e17b6,A,23,Miss ‘21,A,16,Browsed
101052_120_2.87,101052,2,120,87,BETSP,17,95,A,19,NA,7c02494d-8de9-4d40-8903-9a81e7ecc225,A,23,NA,05066295-45e7-428a-99e3-5372ffe2fcb6,8f064888-c88c-470e-ac2b-768489cf93af,A,23,NA,A,17.5,NA
070864_120_6.11,70864,6,120,11,ACERUB,10,75,A,17,NA,64f2675b-a351-43ab-a632-f73131f102a7,A,23,NA,4d5c2faf-0475-48f7-ae4a-5ad8607408ff,33e75a3a-7c4a-4658-a01d-4580936dea8a,A,23,NA,A,39,NA
151940_120_6.4,151940,6,120,4,QUERUB,8,78,A,22,NA,290c34d7-dd39-4c6f-9cc0-db9b9e727ab5,A,23,NA,fa38e5cc-64cc-488f-96de-b3d5fd60ffc1,47b97617-549f-452c-a689-7c678080d846,A,23,NA,A,13,"New growth measured, was a secondary shoot from main stem"
070864_120_6.16,70864,6,120,16,ACERUB,2,28,A,20,NA,64f2675b-a351-43ab-a632-f73131f102a7,A,23,NA,4d5c2faf-0475-48f7-ae4a-5ad8607408ff,33e75a3a-7c4a-4658-a01d-4580936dea8a,A,10,16 in the middle,A,15,"X=48
Y=55"
040979_120_2.61,40979,2,120,61,BETSP,93,62,A,18,NA,f6f5dbb7-17fb-47a0-abe5-2c6923766fe7,A,23.5,NA,f37f6c3f-6696-446e-861d-b5ee7f13f115,da694891-3c7c-4217-bd07-dd91ca2b6f33,A,23.5,NA,A,28,NA
291578_120_2.91,291578,2,120,91,QUERUB,70,15,A,21,NA,09d5893a-db4f-46e8-ab70-aabb9f4c6448,A,23.5,NA,b0d6670b-e79c-4705-9cbb-f4306d145a6f,51ba68d3-018f-4d59-94c8-76c33a9d25ec,A,23.5,NA,A,25,NA
080956_120_2.83,80956,2,120,83,PINSTR,63,2,A,21,Pinstro,3d525b61-5888-4c42-bfb7-d76af3a0e472,A,23.5,NA,30c878a4-15c0-42bb-9a4c-dd3af620e9bc,ec3d9e1a-014d-435f-a0b4-a08d9a9243ea,A,23.5,NA,A,24,PINSTR
072007_120_6.55,72007,6,120,55,TSUCAN,39,71,A,20,NA,c7ba914e-4930-4ed5-b583-28f0a0cbf7c5,A,23.5,HWA,bb3f16ca-e547-4288-934c-f90d5601984b,38ab4feb-72c9-456b-b20a-360ab0e4134f,A,23.5,HWA,A,24,NA
061110_240_2.60,61110,2,240,60,TSUCAN,24,71,A,18,NA,fb4d158a-ea6c-4ad3-aa62-b2d12a677e30,A,23.5,NA,a8c3ae8c-67c0-4255-884a-fea22c8822c2,4b289252-1a55-4a18-ae9c-ec34f4c8b81a,A,23.5,NA,A,28.5,NA
070864_0_2.18,70864,2,0,18,BETSP,23,97,A,7,NA,30d47b4b-90ce-4245-9d77-44e10af99af5,A,23.5,NA,a6a64eb8-eb27-436a-ac5c-4d2465f81d28,5fc8fcff-ebb3-45b1-a3bb-ea71671f9543,A,23.5,NA,A,34,NA
070864_0_6.57,70864,6,0,57,Picea,95,30,A,20,Picea,c48db7fd-bf71-4076-8da2-12db791f71a9,A,24,NA,f2c791a4-150b-451e-ba5f-0bb43615ebd9,3143526c-be54-42b9-ba66-b12b973cd292,A,24,NA,A,26.5,Spruce
040979_0_6.107,40979,6,0,107,PINSTR,92,12,P,NA,NA,NA,A,24,Miss 21,4cb250f6-0aff-4668-ab99-36e15912ab20,5f7f8eca-73ca-41c1-9a62-1b931231f302,A,24,Miss 21,A,25,NA
311774_0_6.64,311774,6,0,64,QUERUB,92,28,A,21,NA,b70c0810-60cc-43ef-9e9d-019acb8748fd,A,24,NA,ec5f3cc0-3fb7-465b-84d0-a68c4e376d95,ecbe4a09-6335-47bf-b4d0-415661687073,A,24,NA,A,25,NA
091455_0_6.50,91455,6,0,50,TSUCAN,78,32,A,20,NA,e8575612-5537-4834-b202-8ff44a5f8987,A,24,HWA,4496e1cd-51d5-4bbf-9069-0bb2b527a8f0,b20709ac-27ac-46b1-af32-e18bec1e14d2,A,24,HWA,A,25.5,NA
070864_120_6.38,70864,6,120,38,ACERUB,75,60,A,16,NA,64f2675b-a351-43ab-a632-f73131f102a7,A,24,NA,4d5c2faf-0475-48f7-ae4a-5ad8607408ff,33e75a3a-7c4a-4658-a01d-4580936dea8a,A,24,NA,A,27,NA
070864_120_6.29,70864,6,120,29,ACERUB,65,80,A,23,NA,64f2675b-a351-43ab-a632-f73131f102a7,A,24,NA,4d5c2faf-0475-48f7-ae4a-5ad8607408ff,33e75a3a-7c4a-4658-a01d-4580936dea8a,A,24,NA,A,31,NA
040979_0_2.38,40979,2,0,38,TSUCAN,56,19,A,18,NA,e439149e-339b-4a21-988e-790430c6c673,A,24,NA,e9813224-9b08-4206-ab72-d5684c175848,502a0fa0-2651-4655-a5b4-7e443eee9066,A,24,NA,A,29,NA
311758_120_6.3,311758,6,120,3,BETSP,49,90,A,10,NA,ce7a88f3-c6d8-4671-8464-926d79e16e58,A,24,NA,7da698f8-7e4e-464d-94b7-ef6f2fbba009,faa7c530-a414-40e6-b344-324db73693bb,A,24,NA,A,2.7,NA
031421_120_2.46,31421,2,120,46,BETSP,31,13,A,8,NA,e41dd682-84bc-4b4b-a9e2-e442afef21df,A,24,NA,edf16e04-b148-40a5-a66a-bb7ff75a6146,77aa4e4f-1091-436e-96fd-af1e7bae55fc,A,24,NA,A,32.5,NA
072007_120_6.13,72007,6,120,13,TSUCAN,30,70,A,20,NA,c7ba914e-4930-4ed5-b583-28f0a0cbf7c5,A,24,HWA,bb3f16ca-e547-4288-934c-f90d5601984b,38ab4feb-72c9-456b-b20a-360ab0e4134f,A,24,HWA,A,27.5,NA
070864_120_2.52,70864,2,120,52,PINSTR,25,30,A,19,PINSTR,a0d73a5a-e976-4be3-b77e-8aa7df43db47,A,24,NA,31d53d2d-0a34-4881-a449-2541f03fc843,442466b7-44bb-41cb-865e-452e7d4222c7,A,24,NA,A,30,PINSTR
241665_240_2.86,241665,2,240,86,QUERUB,11,49,A,12,NA,6d53b501-3820-49f6-981e-80a57a61ccc9,A,24,NA,1e3260e3-4787-4203-b9c6-3333e3c6c3d9,483d4968-09dc-4b50-b16e-a9906a2c78d5,A,24,NA,A,27,NA
351355_120_6.68,351355,6,120,68,TSUCAN,10,20,A,21,NA,9261d3eb-5c76-4a2e-916e-92a1988b4c63,A,24,NA,53374303-b3bb-410f-9c78-6c8527c87cc1,7f4c111f-3f4b-4c54-942e-58b30ac70a11,A,24,NA,A,26,NA
291578_0_2.99,291578,2,0,99,QUERUB,9,60,A,21,NA,51754117-2e14-4d65-98a0-4ca75c7888a2,A,24,NA,8a140564-7fd2-4619-8ba3-3d2a8cdbf04d,6aedda4f-bf3e-4b56-807a-45b785ff2142,A,24,NA,A,24.5,NA
260982_120_6.61,260982,6,120,61,TSUCAN,2,41,A,22,NA,d6e6ba9f-17c8-4869-b6c0-63750a03b289,A,24,NA,5c688713-9b38-441e-8783-731443a707f4,0ecea5e8-3d2d-4063-84c4-f490129f8606,A,24,NA,A,23.5,NA
070230_240_2.102,70230,2,240,102,QUERUB,0,8,P,NA,NA,NA,A,24,"NEW, BUT TAGGED; boundary",da4b97e2-67ae-4509-8567-b8c4cd5afeb6,8d9493a3-2d32-47a6-9a78-cc92ae2f8468,A,24,"NEW, BUT TAGGED; boundary",A,25.5,NA
340694_120_2.27,340694,2,120,27,QUERUB,31,38,A,19,NA,3dd76ba3-568e-4738-8cc9-7a62b8eaf9e5,A,24.5,NA,8e5c7203-edd9-423e-bd49-1828660fdb23,ccb573a4-1532-4c15-91cb-564f257212a6,A,24.5,NA,D,NA,NA
070864_120_2.35,70864,2,120,35,ACERUB,30,30,A,16,NA,a0d73a5a-e976-4be3-b77e-8aa7df43db47,A,24.5,NA,31d53d2d-0a34-4881-a449-2541f03fc843,442466b7-44bb-41cb-865e-452e7d4222c7,A,24.5,NA,A,26,NA
351355_120_6.101,351355,6,120,101,QUERUB,30,1,P,NA,NA,NA,A,24.5,Missed ‘21 boundary,53374303-b3bb-410f-9c78-6c8527c87cc1,7f4c111f-3f4b-4c54-942e-58b30ac70a11,A,24.5,Missed ‘21 boundary,A,27.5,NA
040979_120_2.14,40979,2,120,14,TSUCAN,29,31,A,18,NA,f6f5dbb7-17fb-47a0-abe5-2c6923766fe7,A,24.5,NA,f37f6c3f-6696-446e-861d-b5ee7f13f115,da694891-3c7c-4217-bd07-dd91ca2b6f33,A,24.5,NA,A,25,NA
260982_0_2.69,260982,2,0,69,ACERUB,28,53,A,24,NA,01f89dd4-b6c2-4935-9142-e5ca6eb50b90,A,24.5,NA,c0274245-331b-4003-bf7a-5501e51cf111,632e70ae-9d21-4a32-85be-d671e1e2f8e1,A,24.5,NA,D,NA,NA
091455_240_6.12,91455,6,240,12,BETSP,7,89,A,19,NA,ad833ee8-1b30-4c81-b985-8d62c988badc,A,24.5,NA,5bbc97ce-3d42-4d7c-a22f-d1487e7b51b6,6e7a61aa-c953-4a4f-a361-f01d81ec9c02,A,24.5,NA,A,28,NA
101052_120_2.38,101052,2,120,38,BETSP,4,94,A,22,NA,7c02494d-8de9-4d40-8903-9a81e7ecc225,A,24.5,NA,05066295-45e7-428a-99e3-5372ffe2fcb6,8f064888-c88c-470e-ac2b-768489cf93af,A,24.5,NA,D,NA,Crushed under debris
321916_0_6.44,321916,6,0,44,TSUCAN,1,44,A,24,NA,4ae067c7-e2d8-42dd-92e7-9da538c42437,A,24.5,NA,84a51679-a320-4100-95e8-b76857dcf8fe,648a0966-d9ce-4bb2-b420-5fabaef992d3,A,24.5,NA,A,25,NA
311774_120_2.15,311774,2,120,15,QUERUB,90,4,A,20,NA,34471783-694a-43c0-9eec-d6f59db1e24c,A,25,NA,ecf0e59a-f757-4595-8c01-059a5f503d5e,ccf0a7d2-263a-4937-b674-ec4dd6a9a331,A,25,NA,A,24.5,NA
061110_120_2.61,61110,2,120,61,BETSP,83,70,A,21,NA,1b81443d-2004-42a5-ab04-a20c4ed57414,A,25,NA,0c854d8f-5e65-4923-a9d4-4dac58b33f55,5119efaa-3555-4645-82f5-60b5cb35703d,A,25,NA,D,NA,NA
260982_0_6.70,260982,6,0,70,ACERUB,23,34,A,29,NA,43638bd1-1b15-4e6b-8f62-a6b58c85dec2,A,25,Broken,25f10cd7-d1cf-433b-bc22-9947fa498c2e,3452335e-4f33-425c-b48c-1a5aab91fc2c,A,25,Broken,D,NA,NA
141141_0_2.34,141141,2,0,34,PRUSER,22,43,A,20,Prunes seedling,872ecfa2-2d14-48b8-86d0-0ceaa8f72cfa,A,25,PRUSER,494aa7c5-a1bb-470e-b166-7eb91c1e1448,d66809cc-99f9-434e-97a6-561cc135f4b6,A,25,PRUSER,A,23,NA
070864_240_6.109,70864,6,240,109,ACERUB,10,90,A,18,NA,333675e0-b5ee-47bd-8194-4efb784bfb31,A,25,NA,d8af8a78-0c61-41f0-8d3c-38d0c69351eb,b3b2b9f6-8a12-40bd-84f3-4f4a90ea86d8,A,23,NA,A,25,Duplicate
091455_0_2.72,91455,2,0,72,BETSP,90,73,A,19,NA,cd376429-9fae-45dd-8657-7f1884eb7b6f,A,26,NA,21e31bc1-6312-4af8-9147-d6b0d2d3d9b6,35d29645-c508-4a48-943a-666770853aec,A,26,NA,A,36,NA
200264_0_2.60*,200264,2,0,60*,QUERUB,71,93,A,18,NA,7aa8ce6c-300e-4787-8d1c-3926a8dd4532,A,26,NA,b912a692-39ee-41a8-8c7e-88cd5bc768d9,2beb55a7-c7ed-4be5-8ac2-d2bd91477d64,A,26,NA,A,26.5,NA
040979_120_2.29,40979,2,120,29,BETSP,65,32,A,19,NA,f6f5dbb7-17fb-47a0-abe5-2c6923766fe7,A,26,NA,f37f6c3f-6696-446e-861d-b5ee7f13f115,da694891-3c7c-4217-bd07-dd91ca2b6f33,A,26,NA,A,27,NA
091455_0_2.91,91455,2,0,91,PINSTR,32,60,A,24,Pinstro,cd376429-9fae-45dd-8657-7f1884eb7b6f,A,26,NA,21e31bc1-6312-4af8-9147-d6b0d2d3d9b6,35d29645-c508-4a48-943a-666770853aec,A,26,NA,A,41,NA
