"num_to_ht","num_needed","min_time_to_ht","med_time_to_ht","species","canopy","trial"
11,909.090909090909,22,46,1,1,41
38,263.157894736842,17,33.5,1,2,41
39,256.410256410256,14,23,2,1,41
1355,7.38007380073801,10,29,2,2,41
2,5000,21,33,3,1,41
166,60.2409638554217,14,27,3,2,41
0,Inf,NA,NA,4,1,41
13,769.230769230769,17,24,4,2,41
1,10000,29,32.5,5,1,41
5,2000,31,49.5,5,2,41
