"num_to_ht","num_needed","min_time_to_ht","med_time_to_ht","species","canopy","trial"
13,769.230769230769,22,35,1,1,58
39,256.410256410256,17,37,1,2,58
46,217.391304347826,13,21,2,1,58
1387,7.20980533525595,11,29,2,2,58
6,1666.66666666667,27,34,3,1,58
166,60.2409638554217,14,26,3,2,58
0,Inf,NA,NA,4,1,58
9,1111.11111111111,14,21,4,2,58
0,Inf,NA,NA,5,1,58
11,909.090909090909,27,43,5,2,58
