"num_to_ht","num_needed","min_time_to_ht","med_time_to_ht","species","canopy","trial"
3,333.333333333333,27,39,1,1,71
4,250,26,50.5,1,2,71
7,142.857142857143,16,20,2,1,71
141,7.09219858156028,10,28,2,2,71
0,Inf,NA,NA,3,1,71
21,47.6190476190476,16,24,3,2,71
0,Inf,NA,NA,4,1,71
1,1000,16,17.5,4,2,71
0,Inf,NA,NA,5,1,71
4,250,27,38,5,2,71
