"num_to_ht","num_needed","min_time_to_ht","med_time_to_ht","species","canopy","trial"
9,1111.11111111111,21,30,1,1,88
30,333.333333333333,17,32,1,2,88
41,243.90243902439,13,20,2,1,88
1377,7.26216412490922,11,30,2,2,88
4,2500,22,26,3,1,88
174,57.4712643678161,13,26,3,2,88
0,Inf,NA,NA,4,1,88
10,1000,14,20,4,2,88
0,Inf,NA,NA,5,1,88
5,2000,25,44,5,2,88
