"num_to_ht","num_needed","min_time_to_ht","med_time_to_ht","species","canopy","trial"
1,500,46,47,1,1,85
3,166.666666666667,21,26.5,1,2,85
3,166.666666666667,19,25,2,1,85
83,6.02409638554217,12,29,2,2,85
0,Inf,NA,NA,3,1,85
14,35.7142857142857,16,24,3,2,85
0,Inf,NA,NA,4,1,85
1,500,12,12,4,2,85
0,Inf,NA,NA,5,1,85
0,Inf,NA,NA,5,2,85
