"num_to_ht","num_needed","min_time_to_ht","med_time_to_ht","species","canopy","trial"
2,500,34,36,1,1,42
3,333.333333333333,27,32,1,2,42
5,200,15,17,2,1,42
150,6.66666666666667,10,29,2,2,42
1,1000,26,30,3,1,42
19,52.6315789473684,17,24,3,2,42
0,Inf,NA,NA,4,1,42
1,1000,21,22.5,4,2,42
0,Inf,NA,NA,5,1,42
1,1000,34,43,5,2,42
