"num_to_ht","num_needed","min_time_to_ht","med_time_to_ht","species","canopy","trial"
0,Inf,NA,NA,1,1,82
2,250,23,26,1,2,82
2,250,14,30.5,2,1,82
71,7.04225352112676,12,28,2,2,82
0,Inf,NA,NA,3,1,82
12,41.6666666666667,16,24,3,2,82
0,Inf,NA,NA,4,1,82
1,500,22,22.5,4,2,82
0,Inf,NA,NA,5,1,82
0,Inf,NA,NA,5,2,82
