"num_to_ht","num_needed","min_time_to_ht","med_time_to_ht","species","canopy","trial"
0,Inf,NA,NA,1,1,44
3,166.666666666667,21,35,1,2,44
1,500,18,21.5,2,1,44
76,6.57894736842105,12,29,2,2,44
0,Inf,NA,NA,3,1,44
11,45.4545454545455,17,25.5,3,2,44
0,Inf,NA,NA,4,1,44
1,500,15,16,4,2,44
0,Inf,NA,NA,5,1,44
1,500,29,37,5,2,44
