"num_to_ht","num_needed","min_time_to_ht","med_time_to_ht","species","canopy","trial"
2,500,30,36.5,1,1,13
2,500,21,30.5,1,2,13
2,500,20,27,2,1,13
146,6.84931506849315,12,30,2,2,13
1,1000,22,23,3,1,13
15,66.6666666666667,18,26,3,2,13
0,Inf,NA,NA,4,1,13
3,333.333333333333,13,20,4,2,13
0,Inf,NA,NA,5,1,13
1,1000,41,43,5,2,13
