"num_to_ht","num_needed","min_time_to_ht","med_time_to_ht","species","canopy","trial"
11,909.090909090909,21,32,1,1,79
24,416.666666666667,17,37,1,2,79
47,212.765957446808,12,23,2,1,79
1358,7.36377025036819,10,29,2,2,79
4,2500,20,33,3,1,79
156,64.1025641025641,13,27,3,2,79
0,Inf,NA,NA,4,1,79
16,625,15,22,4,2,79
0,Inf,NA,NA,5,1,79
10,1000,30,49,5,2,79
