"num_to_ht","num_needed","min_time_to_ht","med_time_to_ht","species","canopy","trial"
15,666.666666666667,22,34,1,1,97
31,322.58064516129,17,39,1,2,97
54,185.185185185185,12,21,2,1,97
1352,7.39644970414201,10,29,2,2,97
3,3333.33333333333,22,50.5,3,1,97
146,68.4931506849315,13,26,3,2,97
0,Inf,NA,NA,4,1,97
9,1111.11111111111,19,23,4,2,97
0,Inf,NA,NA,5,1,97
13,769.230769230769,21,47,5,2,97
