"num_to_ht","num_needed","min_time_to_ht","med_time_to_ht","species","canopy","trial"
0,Inf,NA,NA,1,1,50
2,250,22,33.5,1,2,50
0,Inf,NA,NA,2,1,50
67,7.46268656716418,12,27,2,2,50
0,Inf,NA,NA,3,1,50
7,71.4285714285714,18,27,3,2,50
0,Inf,NA,NA,4,1,50
1,500,23,23.5,4,2,50
0,Inf,NA,NA,5,1,50
0,Inf,NA,NA,5,2,50
