"num_to_ht","num_needed","min_time_to_ht","med_time_to_ht","species","canopy","trial"
1,1000,45,50.5,1,1,80
4,250,20,35.5,1,2,80
5,200,15,20,2,1,80
163,6.13496932515337,11,30,2,2,80
1,1000,29,29.5,3,1,80
15,66.6666666666667,19,25,3,2,80
0,Inf,NA,NA,4,1,80
2,500,15,17,4,2,80
0,Inf,NA,NA,5,1,80
0,Inf,NA,NA,5,2,80
