"num_to_ht","num_needed","min_time_to_ht","med_time_to_ht","species","canopy","trial"
18,555.555555555556,21,38,1,1,56
36,277.777777777778,19,37,1,2,56
46,217.391304347826,13,21,2,1,56
1345,7.43494423791822,10,30,2,2,56
6,1666.66666666667,23,35.5,3,1,56
156,64.1025641025641,12,27,3,2,56
0,Inf,NA,NA,4,1,56
7,1428.57142857143,13,22,4,2,56
1,10000,59,63,5,1,56
4,2500,21,41,5,2,56
