"num_to_ht","num_needed","min_time_to_ht","med_time_to_ht","species","canopy","trial"
12,833.333333333333,22,34,1,1,55
28,357.142857142857,18,35,1,2,55
34,294.117647058824,13,23,2,1,55
1301,7.68639508070715,10,29,2,2,55
3,3333.33333333333,22,35,3,1,55
166,60.2409638554217,13,26,3,2,55
0,Inf,NA,NA,4,1,55
7,1428.57142857143,13,22.5,4,2,55
1,10000,39,42.5,5,1,55
13,769.230769230769,21,44,5,2,55
