"num_to_ht","num_needed","min_time_to_ht","med_time_to_ht","species","canopy","trial"
1,1000,27,27,1,1,2
9,111.111111111111,19,46,1,2,2
6,166.666666666667,15,23,2,1,2
142,7.04225352112676,10,28,2,2,2
1,1000,59,60.5,3,1,2
12,83.3333333333333,13,25,3,2,2
0,Inf,NA,NA,4,1,2
4,250,16,22,4,2,2
0,Inf,NA,NA,5,1,2
4,250,23,35,5,2,2
