"num_to_ht","num_needed","min_time_to_ht","med_time_to_ht","species","canopy","trial"
2,500,22,28.5,1,1,76
3,333.333333333333,17,28,1,2,76
5,200,15,21.5,2,1,76
154,6.49350649350649,11,28,2,2,76
0,Inf,NA,NA,3,1,76
13,76.9230769230769,13,27,3,2,76
0,Inf,NA,NA,4,1,76
3,333.333333333333,18,24.5,4,2,76
0,Inf,NA,NA,5,1,76
2,500,33,51,5,2,76
