"num_to_ht","num_needed","min_time_to_ht","med_time_to_ht","species","canopy","trial"
8,1250,21,36,1,1,19
44,227.272727272727,20,40,1,2,19
35,285.714285714286,13,22,2,1,19
1341,7.45712155108128,10,30,2,2,19
2,5000,27,31.5,3,1,19
154,64.9350649350649,13,26,3,2,19
0,Inf,NA,NA,4,1,19
8,1250,15,18,4,2,19
2,5000,27,36,5,1,19
11,909.090909090909,29,45.5,5,2,19
