"num_to_ht","num_needed","min_time_to_ht","med_time_to_ht","species","canopy","trial"
14,714.285714285714,23,34,1,1,23
30,333.333333333333,17,35,1,2,23
42,238.095238095238,12,21,2,1,23
1310,7.63358778625954,10,30,2,2,23
2,5000,25,29.5,3,1,23
142,70.4225352112676,13,26,3,2,23
0,Inf,NA,NA,4,1,23
12,833.333333333333,17,22,4,2,23
1,10000,44,48,5,1,23
6,1666.66666666667,29,36.5,5,2,23
