"num_to_ht","num_needed","min_time_to_ht","med_time_to_ht","species","canopy","trial"
3,333.333333333333,28,45,1,1,70
5,200,24,36,1,2,70
5,200,15,21.5,2,1,70
142,7.04225352112676,11,28,2,2,70
1,1000,26,34.5,3,1,70
17,58.8235294117647,18,26,3,2,70
0,Inf,NA,NA,4,1,70
2,500,19,20.5,4,2,70
0,Inf,NA,NA,5,1,70
0,Inf,NA,NA,5,2,70
