"num_to_ht","num_needed","min_time_to_ht","med_time_to_ht","species","canopy","trial"
5,2000,21,35,1,1,91
27,370.37037037037,17,40,1,2,91
49,204.081632653061,13,22,2,1,91
1320,7.57575757575758,10,30,2,2,91
1,10000,22,22.5,3,1,91
150,66.6666666666667,13,26,3,2,91
0,Inf,NA,NA,4,1,91
15,666.666666666667,13,22,4,2,91
3,3333.33333333333,41,51.5,5,1,91
11,909.090909090909,30,46,5,2,91
