"num_to_ht","num_needed","min_time_to_ht","med_time_to_ht","species","canopy","trial"
2,500,22,29.5,1,1,32
7,142.857142857143,21,45,1,2,32
6,166.666666666667,14,21,2,1,32
146,6.84931506849315,12,30,2,2,32
0,Inf,NA,NA,3,1,32
15,66.6666666666667,17,26,3,2,32
0,Inf,NA,NA,4,1,32
1,1000,19,23,4,2,32
0,Inf,NA,NA,5,1,32
2,500,29,33,5,2,32
