"num_to_ht","num_needed","min_time_to_ht","med_time_to_ht","species","canopy","trial"
11,909.090909090909,27,37,1,1,2
48,208.333333333333,17,35,1,2,2
40,250,12,24,2,1,2
1334,7.49625187406297,10,29,2,2,2
7,1428.57142857143,22,28,3,1,2
163,61.3496932515337,13,27,3,2,2
0,Inf,NA,NA,4,1,2
9,1111.11111111111,17,24,4,2,2
1,10000,62,73.5,5,1,2
5,2000,30,37.5,5,2,2
