"num_to_ht","num_needed","min_time_to_ht","med_time_to_ht","species","canopy","trial"
6,1666.66666666667,27,35,1,1,68
36,277.777777777778,17,37,1,2,68
43,232.558139534884,12,24,2,1,68
1349,7.41289844329133,10,29,2,2,68
5,2000,20,29,3,1,68
159,62.8930817610063,13,26,3,2,68
0,Inf,NA,NA,4,1,68
16,625,14,22,4,2,68
0,Inf,NA,NA,5,1,68
9,1111.11111111111,28,46,5,2,68
