"num_to_ht","num_needed","min_time_to_ht","med_time_to_ht","species","canopy","trial"
0,Inf,NA,NA,1,1,74
3,166.666666666667,21,36,1,2,74
3,166.666666666667,15,22,2,1,74
67,7.46268656716418,12,28,2,2,74
0,Inf,NA,NA,3,1,74
8,62.5,16,25,3,2,74
0,Inf,NA,NA,4,1,74
1,500,11,12.5,4,2,74
0,Inf,NA,NA,5,1,74
1,500,29,29,5,2,74
