"num_to_ht","num_needed","min_time_to_ht","med_time_to_ht","species","canopy","trial"
8,1250,22,35,1,1,53
26,384.615384615385,17,32,1,2,53
51,196.078431372549,13,22,2,1,53
1337,7.4794315632012,10,29,2,2,53
0,Inf,NA,NA,3,1,53
130,76.9230769230769,15,26,3,2,53
0,Inf,NA,NA,4,1,53
11,909.090909090909,15,21.5,4,2,53
1,10000,49,53.5,5,1,53
3,3333.33333333333,20,32.5,5,2,53
