"num_to_ht","num_needed","min_time_to_ht","med_time_to_ht","species","canopy","trial"
0,Inf,NA,NA,1,1,62
0,Inf,NA,NA,1,2,62
0,Inf,NA,NA,2,1,62
82,6.09756097560976,12,29,2,2,62
0,Inf,NA,NA,3,1,62
12,41.6666666666667,15,25,3,2,62
0,Inf,NA,NA,4,1,62
1,500,19,21,4,2,62
0,Inf,NA,NA,5,1,62
0,Inf,NA,NA,5,2,62
