"num_to_ht","num_needed","min_time_to_ht","med_time_to_ht","species","canopy","trial"
0,Inf,NA,NA,1,1,28
1,1000,18,18.5,1,2,28
5,200,15,21,2,1,28
133,7.5187969924812,11,29,2,2,28
0,Inf,NA,NA,3,1,28
13,76.9230769230769,17,25,3,2,28
0,Inf,NA,NA,4,1,28
4,250,19,23,4,2,28
0,Inf,NA,NA,5,1,28
2,500,32,36.5,5,2,28
