"num_to_ht","num_needed","min_time_to_ht","med_time_to_ht","species","canopy","trial"
8,1250,22,49,1,1,94
36,277.777777777778,17,33,1,2,94
58,172.413793103448,13,22,2,1,94
1370,7.2992700729927,10,30,2,2,94
2,5000,21,24.5,3,1,94
159,62.8930817610063,13,26,3,2,94
0,Inf,NA,NA,4,1,94
9,1111.11111111111,16,22,4,2,94
1,10000,57,61.5,5,1,94
8,1250,32,44,5,2,94
