"num_to_ht","num_needed","min_time_to_ht","med_time_to_ht","species","canopy","trial"
15,666.666666666667,21,36,1,1,43
33,303.030303030303,17,35,1,2,43
44,227.272727272727,13,23,2,1,43
1315,7.60456273764259,10,30,2,2,43
3,3333.33333333333,23,34,3,1,43
174,57.4712643678161,14,26,3,2,43
0,Inf,NA,NA,4,1,43
10,1000,14,19,4,2,43
1,10000,44,49,5,1,43
15,666.666666666667,20,41,5,2,43
