"num_to_ht","num_needed","min_time_to_ht","med_time_to_ht","species","canopy","trial"
0,Inf,NA,NA,1,1,47
2,250,21,25,1,2,47
1,500,19,27.5,2,1,47
62,8.06451612903226,13,29,2,2,47
0,Inf,NA,NA,3,1,47
8,62.5,18,22,3,2,47
0,Inf,NA,NA,4,1,47
4,125,11,14,4,2,47
0,Inf,NA,NA,5,1,47
0,Inf,NA,NA,5,2,47
