"num_to_ht","num_needed","min_time_to_ht","med_time_to_ht","species","canopy","trial"
0,Inf,NA,NA,1,1,99
5,100,21,40,1,2,99
2,250,16,18,2,1,99
63,7.93650793650794,13,32,2,2,99
0,Inf,NA,NA,3,1,99
15,33.3333333333333,17,25,3,2,99
0,Inf,NA,NA,4,1,99
2,250,21,23,4,2,99
0,Inf,NA,NA,5,1,99
0,Inf,NA,NA,5,2,99
