"num_to_ht","num_needed","min_time_to_ht","med_time_to_ht","species","canopy","trial"
1,1000,43,44,1,1,26
4,250,17,33.5,1,2,26
6,166.666666666667,16,22,2,1,26
155,6.45161290322581,12,29,2,2,26
0,Inf,NA,NA,3,1,26
13,76.9230769230769,14,24.5,3,2,26
0,Inf,NA,NA,4,1,26
7,142.857142857143,16,19.5,4,2,26
0,Inf,NA,NA,5,1,26
1,1000,30,39,5,2,26
