"num_to_ht","num_needed","min_time_to_ht","med_time_to_ht","species","canopy","trial"
0,Inf,NA,NA,1,1,35
1,1000,37,41.5,1,2,35
3,333.333333333333,18,21,2,1,35
154,6.49350649350649,11,29,2,2,35
0,Inf,NA,NA,3,1,35
16,62.5,18,25.5,3,2,35
0,Inf,NA,NA,4,1,35
3,333.333333333333,16,19,4,2,35
0,Inf,NA,NA,5,1,35
0,Inf,NA,NA,5,2,35
