"num_to_ht","num_needed","min_time_to_ht","med_time_to_ht","species","canopy","trial"
2,500,43,45.5,1,1,79
3,333.333333333333,20,32.5,1,2,79
6,166.666666666667,17,25,2,1,79
145,6.89655172413793,11,29,2,2,79
1,1000,35,36.5,3,1,79
20,50,16,25,3,2,79
0,Inf,NA,NA,4,1,79
3,333.333333333333,20,21.5,4,2,79
0,Inf,NA,NA,5,1,79
0,Inf,NA,NA,5,2,79
