"num_to_ht","num_needed","min_time_to_ht","med_time_to_ht","species","canopy","trial"
18,555.555555555556,21,40,1,1,61
43,232.558139534884,17,37,1,2,61
63,158.730158730159,13,22,2,1,61
1437,6.9589422407794,10,31,2,2,61
5,2000,27,30.5,3,1,61
134,74.6268656716418,13,26,3,2,61
0,Inf,NA,NA,4,1,61
10,1000,14,22.5,4,2,61
0,Inf,NA,NA,5,1,61
11,909.090909090909,21,39,5,2,61
