"num_to_ht","num_needed","min_time_to_ht","med_time_to_ht","species","canopy","trial"
2,500,21,43.5,1,1,96
5,200,17,34,1,2,96
6,166.666666666667,16,21,2,1,96
147,6.80272108843537,11,29,2,2,96
1,1000,22,27.5,3,1,96
15,66.6666666666667,14,24,3,2,96
0,Inf,NA,NA,4,1,96
0,Inf,NA,NA,4,2,96
0,Inf,NA,NA,5,1,96
3,333.333333333333,31,35,5,2,96
