"num_to_ht","num_needed","min_time_to_ht","med_time_to_ht","species","canopy","trial"
16,625,21,34.5,1,1,5
36,277.777777777778,17,34.5,1,2,5
42,238.095238095238,13,24,2,1,5
1279,7.81860828772478,10,29,2,2,5
2,5000,24,34,3,1,5
177,56.4971751412429,15,26,3,2,5
0,Inf,NA,NA,4,1,5
8,1250,14,19,4,2,5
0,Inf,NA,NA,5,1,5
10,1000,29,42,5,2,5
