"num_to_ht","num_needed","min_time_to_ht","med_time_to_ht","species","canopy","trial"
1,1000,36,37,1,1,86
4,250,17,34,1,2,86
9,111.111111111111,15,22,2,1,86
151,6.62251655629139,12,30,2,2,86
0,Inf,NA,NA,3,1,86
18,55.5555555555556,14,23,3,2,86
0,Inf,NA,NA,4,1,86
1,1000,19,19,4,2,86
0,Inf,NA,NA,5,1,86
1,1000,42,48.5,5,2,86
