"num_to_ht","num_needed","min_time_to_ht","med_time_to_ht","species","canopy","trial"
0,Inf,NA,NA,1,1,51
3,333.333333333333,29,34,1,2,51
7,142.857142857143,13,23.5,2,1,51
158,6.32911392405063,11,27,2,2,51
1,1000,37,44.5,3,1,51
16,62.5,12,23,3,2,51
0,Inf,NA,NA,4,1,51
1,1000,15,15.5,4,2,51
0,Inf,NA,NA,5,1,51
2,500,30,36,5,2,51
