"num_to_ht","num_needed","min_time_to_ht","med_time_to_ht","species","canopy","trial"
2,500,22,24,1,1,73
0,Inf,NA,NA,1,2,73
7,142.857142857143,14,17,2,1,73
158,6.32911392405063,10,28,2,2,73
1,1000,52,55.5,3,1,73
18,55.5555555555556,18,27,3,2,73
0,Inf,NA,NA,4,1,73
3,333.333333333333,19,21,4,2,73
0,Inf,NA,NA,5,1,73
1,1000,45,48.5,5,2,73
