"num_to_ht","num_needed","min_time_to_ht","med_time_to_ht","species","canopy","trial"
0,Inf,NA,NA,1,1,77
4,125,20,24,1,2,77
1,500,19,20.5,2,1,77
69,7.2463768115942,12,29,2,2,77
0,Inf,NA,NA,3,1,77
10,50,16,21,3,2,77
0,Inf,NA,NA,4,1,77
1,500,12,12.5,4,2,77
0,Inf,NA,NA,5,1,77
0,Inf,NA,NA,5,2,77
