"num_to_ht","num_needed","min_time_to_ht","med_time_to_ht","species","canopy","trial"
3,333.333333333333,27,33,1,1,6
3,333.333333333333,21,33,1,2,6
4,250,13,21,2,1,6
153,6.5359477124183,10,29,2,2,6
1,1000,38,40,3,1,6
19,52.6315789473684,17,24,3,2,6
0,Inf,NA,NA,4,1,6
1,1000,18,23,4,2,6
0,Inf,NA,NA,5,1,6
2,500,35,39.5,5,2,6
