"num_to_ht","num_needed","min_time_to_ht","med_time_to_ht","species","canopy","trial"
0,Inf,NA,NA,1,1,42
1,500,39,39.5,1,2,42
4,125,12,15,2,1,42
91,5.49450549450549,12,27,2,2,42
0,Inf,NA,NA,3,1,42
6,83.3333333333333,17,23,3,2,42
0,Inf,NA,NA,4,1,42
1,500,11,12,4,2,42
0,Inf,NA,NA,5,1,42
1,500,32,32.5,5,2,42
