"","num_to_ht","num_needed","min_time_to_ht","med_time_to_ht","species","canopy","trial"
"60",1,500,39,44.5,5,2,6
"61",0,Inf,NA,NA,1,1,7
"62",2,250,22,34,1,2,7
"63",1,500,15,17,2,1,7
"64",75,6.66666666666667,12,29.5,2,2,7
"65",1,500,48,50.5,3,1,7
"66",12,41.6666666666667,16,27,3,2,7
"67",0,Inf,NA,NA,4,1,7
"68",0,Inf,NA,NA,4,2,7
"69",0,Inf,NA,NA,5,1,7
"70",1,500,35,35.5,5,2,7
"71",1,500,51,53,1,1,8
"72",2,250,22,31,1,2,8
"73",5,100,16,28,2,1,8
"74",57,8.7719298245614,12,27,2,2,8
"75",0,Inf,NA,NA,3,1,8
"76",9,55.5555555555556,17,22,3,2,8
"77",0,Inf,NA,NA,4,1,8
"78",0,Inf,NA,NA,4,2,8
"79",0,Inf,NA,NA,5,1,8
"80",1,500,43,46.5,5,2,8
"81",0,Inf,NA,NA,1,1,9
"82",2,250,27,37.5,1,2,9
"83",1,500,19,19,2,1,9
"84",80,6.25,12,31,2,2,9
"85",0,Inf,NA,NA,3,1,9
"86",12,41.6666666666667,17,26,3,2,9
"87",0,Inf,NA,NA,4,1,9
"88",2,250,12,19,4,2,9
"89",0,Inf,NA,NA,5,1,9
"90",2,250,31,38,5,2,9
"91",0,Inf,NA,NA,1,1,10
"92",4,125,21,38.5,1,2,10
"93",3,166.666666666667,15,22.5,2,1,10
"94",84,5.95238095238095,12,31,2,2,10
"95",0,Inf,NA,NA,3,1,10
"96",10,50,17,27,3,2,10
"97",0,Inf,NA,NA,4,1,10
"98",1,500,22,22,4,2,10
"99",0,Inf,NA,NA,5,1,10
"100",1,500,32,42.5,5,2,10
"101",0,Inf,NA,NA,1,1,11
"102",3,166.666666666667,22,35.5,1,2,11
"103",2,250,18,21,2,1,11
"104",76,6.57894736842105,12,31,2,2,11
"105",1,500,50,52,3,1,11
"106",11,45.4545454545455,17,24,3,2,11
"107",0,Inf,NA,NA,4,1,11
"108",1,500,11,12,4,2,11
"109",0,Inf,NA,NA,5,1,11
"110",1,500,28,31,5,2,11
"111",0,Inf,NA,NA,1,1,12
"112",2,250,21,24,1,2,12
"113",4,125,13,16,2,1,12
"114",65,7.69230769230769,13,29,2,2,12
"115",0,Inf,NA,NA,3,1,12
"116",14,35.7142857142857,16,23,3,2,12
"117",0,Inf,NA,NA,4,1,12
"118",2,250,11,13.5,4,2,12
"119",0,Inf,NA,NA,5,1,12
"120",0,Inf,NA,NA,5,2,12
"121",0,Inf,NA,NA,1,1,13
"122",1,500,21,26.5,1,2,13
"123",2,250,14,23.5,2,1,13
"124",78,6.41025641025641,12,27,2,2,13
"125",0,Inf,NA,NA,3,1,13
"126",11,45.4545454545455,16,25,3,2,13
"127",0,Inf,NA,NA,4,1,13
"128",0,Inf,NA,NA,4,2,13
"129",0,Inf,NA,NA,5,1,13
"130",0,Inf,NA,NA,5,2,13
"131",0,Inf,NA,NA,1,1,14
"132",0,Inf,NA,NA,1,2,14
"133",6,83.3333333333333,14,20,2,1,14
"134",86,5.81395348837209,12,30,2,2,14
"135",0,Inf,NA,NA,3,1,14
"136",10,50,17,26,3,2,14
"137",0,Inf,NA,NA,4,1,14
"138",1,500,13,14,4,2,14
"139",0,Inf,NA,NA,5,1,14
"140",1,500,28,33,5,2,14
"141",0,Inf,NA,NA,1,1,15
"142",2,250,29,38,1,2,15
"143",4,125,13,21,2,1,15
"144",81,6.17283950617284,12,29,2,2,15
"145",0,Inf,NA,NA,3,1,15
"146",10,50,16,31,3,2,15
"147",0,Inf,NA,NA,4,1,15
"148",2,250,12,12.5,4,2,15
"149",0,Inf,NA,NA,5,1,15
"150",1,500,31,33.5,5,2,15
"151",0,Inf,NA,NA,1,1,16
"152",3,166.666666666667,21,25,1,2,16
"153",4,125,13,19,2,1,16
"154",74,6.75675675675676,12,28,2,2,16
"155",0,Inf,NA,NA,3,1,16
"156",8,62.5,16,22,3,2,16
"157",0,Inf,NA,NA,4,1,16
"158",1,500,19,20.5,4,2,16
"159",0,Inf,NA,NA,5,1,16
"160",1,500,43,43,5,2,16
"161",0,Inf,NA,NA,1,1,17
"162",1,500,38,56.5,1,2,17
"163",3,166.666666666667,21,25.5,2,1,17
"164",79,6.32911392405063,12,30,2,2,17
"165",0,Inf,NA,NA,3,1,17
"166",12,41.6666666666667,17,24,3,2,17
"167",0,Inf,NA,NA,4,1,17
"168",2,250,12,19,4,2,17
"169",0,Inf,NA,NA,5,1,17
"170",0,Inf,NA,NA,5,2,17
"171",0,Inf,NA,NA,1,1,18
"172",1,500,31,55,1,2,18
"173",2,250,18,26,2,1,18
"174",70,7.14285714285714,12,31,2,2,18
"175",1,500,34,36,3,1,18
"176",9,55.5555555555556,18,26,3,2,18
"177",0,Inf,NA,NA,4,1,18
"178",0,Inf,NA,NA,4,2,18
"179",0,Inf,NA,NA,5,1,18
"180",0,Inf,NA,NA,5,2,18
"181",0,Inf,NA,NA,1,1,19
"182",6,83.3333333333333,20,30,1,2,19
"183",1,500,18,20.5,2,1,19
"184",75,6.66666666666667,12,26,2,2,19
"185",0,Inf,NA,NA,3,1,19
"186",8,62.5,16,27,3,2,19
"187",0,Inf,NA,NA,4,1,19
"188",1,500,20,22.5,4,2,19
"189",0,Inf,NA,NA,5,1,19
"190",0,Inf,NA,NA,5,2,19
"191",0,Inf,NA,NA,1,1,20
"192",6,83.3333333333333,20,29,1,2,20
"193",3,166.666666666667,18,28,2,1,20
"194",79,6.32911392405063,12,28,2,2,20
"195",1,500,41,41,3,1,20
"196",15,33.3333333333333,17,21,3,2,20
"197",0,Inf,NA,NA,4,1,20
"198",0,Inf,NA,NA,4,2,20
"199",0,Inf,NA,NA,5,1,20
"200",0,Inf,NA,NA,5,2,20
"201",0,Inf,NA,NA,1,1,21
"202",0,Inf,NA,NA,1,2,21
"203",4,125,15,25,2,1,21
"204",85,5.88235294117647,12,29,2,2,21
"205",0,Inf,NA,NA,3,1,21
"206",7,71.4285714285714,18,27,3,2,21
"207",0,Inf,NA,NA,4,1,21
"208",2,250,12,13.5,4,2,21
"209",0,Inf,NA,NA,5,1,21
"210",1,500,40,42,5,2,21
"211",0,Inf,NA,NA,1,1,22
"212",3,166.666666666667,22,27,1,2,22
"213",4,125,17,22,2,1,22
"214",81,6.17283950617284,12,29,2,2,22
"215",0,Inf,NA,NA,3,1,22
"216",7,71.4285714285714,16,25.5,3,2,22
"217",0,Inf,NA,NA,4,1,22
"218",0,Inf,NA,NA,4,2,22
"219",0,Inf,NA,NA,5,1,22
"220",0,Inf,NA,NA,5,2,22
"221",0,Inf,NA,NA,1,1,23
"222",1,500,33,36.5,1,2,23
"223",1,500,21,34,2,1,23
"224",69,7.2463768115942,12,30,2,2,23
"225",0,Inf,NA,NA,3,1,23
"226",8,62.5,19,26,3,2,23
"227",0,Inf,NA,NA,4,1,23
"228",1,500,11,14,4,2,23
"229",0,Inf,NA,NA,5,1,23
"230",2,250,29,40.5,5,2,23
"231",2,250,43,46,1,1,24
"232",2,250,29,32,1,2,24
"233",4,125,14,17,2,1,24
"234",70,7.14285714285714,12,28,2,2,24
"235",0,Inf,NA,NA,3,1,24
"236",9,55.5555555555556,19,27,3,2,24
"237",0,Inf,NA,NA,4,1,24
"238",1,500,19,20.5,4,2,24
"239",0,Inf,NA,NA,5,1,24
"240",1,500,28,34.5,5,2,24
"241",0,Inf,NA,NA,1,1,25
"242",3,166.666666666667,21,25,1,2,25
"243",1,500,12,17,2,1,25
"244",75,6.66666666666667,12,27,2,2,25
"245",0,Inf,NA,NA,3,1,25
"246",11,45.4545454545455,16,27.5,3,2,25
"247",0,Inf,NA,NA,4,1,25
"248",0,Inf,NA,NA,4,2,25
"249",0,Inf,NA,NA,5,1,25
"250",0,Inf,NA,NA,5,2,25
"251",1,500,43,49.5,1,1,26
"252",7,71.4285714285714,21,29,1,2,26
"253",2,250,18,27,2,1,26
"254",63,7.93650793650794,12,27,2,2,26
"255",0,Inf,NA,NA,3,1,26
"256",15,33.3333333333333,17,26,3,2,26
"257",0,Inf,NA,NA,4,1,26
"258",1,500,21,24.5,4,2,26
"259",0,Inf,NA,NA,5,1,26
"260",0,Inf,NA,NA,5,2,26
"261",2,250,43,45,1,1,27
"262",4,125,22,30,1,2,27
"263",2,250,12,20.5,2,1,27
"264",65,7.69230769230769,12,26,2,2,27
"265",0,Inf,NA,NA,3,1,27
"266",6,83.3333333333333,17,26,3,2,27
"267",0,Inf,NA,NA,4,1,27
"268",0,Inf,NA,NA,4,2,27
"269",0,Inf,NA,NA,5,1,27
"270",0,Inf,NA,NA,5,2,27
"271",1,500,42,50.5,1,1,28
"272",6,83.3333333333333,20,32.5,1,2,28
"273",1,500,14,18.5,2,1,28
"274",68,7.35294117647059,12,27,2,2,28
"275",0,Inf,NA,NA,3,1,28
"276",12,41.6666666666667,17,25,3,2,28
"277",0,Inf,NA,NA,4,1,28
"278",0,Inf,NA,NA,4,2,28
"279",0,Inf,NA,NA,5,1,28
"280",0,Inf,NA,NA,5,2,28
"281",0,Inf,NA,NA,1,1,29
"282",4,125,24,31.5,1,2,29
"283",5,100,15,22,2,1,29
"284",71,7.04225352112676,13,29,2,2,29
"285",0,Inf,NA,NA,3,1,29
"286",10,50,16,24,3,2,29
"287",0,Inf,NA,NA,4,1,29
"288",0,Inf,NA,NA,4,2,29
"289",0,Inf,NA,NA,5,1,29
"290",0,Inf,NA,NA,5,2,29
"291",0,Inf,NA,NA,1,1,30
"292",2,250,21,23,1,2,30
"293",2,250,16,16.5,2,1,30
"294",72,6.94444444444444,12,29,2,2,30
"295",1,500,36,37,3,1,30
"296",11,45.4545454545455,15,23,3,2,30
"297",0,Inf,NA,NA,4,1,30
"298",0,Inf,NA,NA,4,2,30
"299",0,Inf,NA,NA,5,1,30
"300",1,500,45,45,5,2,30
"301",0,Inf,NA,NA,1,1,31
"302",7,71.4285714285714,22,35,1,2,31
"303",1,500,19,20,2,1,31
"304",64,7.8125,12,28,2,2,31
"305",0,Inf,NA,NA,3,1,31
"306",13,38.4615384615385,16,24,3,2,31
"307",0,Inf,NA,NA,4,1,31
"308",0,Inf,NA,NA,4,2,31
"309",0,Inf,NA,NA,5,1,31
"310",0,Inf,NA,NA,5,2,31
"311",2,250,43,58.5,1,1,32
"312",3,166.666666666667,22,32.5,1,2,32
"313",3,166.666666666667,15,24.5,2,1,32
"314",61,8.19672131147541,12,30,2,2,32
"315",0,Inf,NA,NA,3,1,32
"316",9,55.5555555555556,16,23.5,3,2,32
"317",0,Inf,NA,NA,4,1,32
"318",2,250,12,24,4,2,32
"319",0,Inf,NA,NA,5,1,32
"320",0,Inf,NA,NA,5,2,32
"321",0,Inf,NA,NA,1,1,33
"322",1,500,23,37.5,1,2,33
"323",2,250,13,16,2,1,33
"324",73,6.84931506849315,12,29,2,2,33
"325",0,Inf,NA,NA,3,1,33
"326",14,35.7142857142857,16,24,3,2,33
"327",0,Inf,NA,NA,4,1,33
"328",0,Inf,NA,NA,4,2,33
"329",0,Inf,NA,NA,5,1,33
"330",0,Inf,NA,NA,5,2,33
"331",1,500,45,46,1,1,34
"332",1,500,30,33.5,1,2,34
"333",3,166.666666666667,14,24,2,1,34
"334",76,6.57894736842105,12,30,2,2,34
"335",0,Inf,NA,NA,3,1,34
"336",10,50,16,23,3,2,34
"337",0,Inf,NA,NA,4,1,34
"338",2,250,12,19.5,4,2,34
"339",0,Inf,NA,NA,5,1,34
"340",0,Inf,NA,NA,5,2,34
"341",0,Inf,NA,NA,1,1,35
"342",4,125,22,33,1,2,35
"343",3,166.666666666667,12,21,2,1,35
"344",82,6.09756097560976,12,30,2,2,35
"345",0,Inf,NA,NA,3,1,35
"346",15,33.3333333333333,15,25,3,2,35
"347",0,Inf,NA,NA,4,1,35
"348",1,500,11,16,4,2,35
"349",0,Inf,NA,NA,5,1,35
"350",1,500,42,44,5,2,35
"351",0,Inf,NA,NA,1,1,36
"352",2,250,23,31,1,2,36
"353",4,125,13,17,2,1,36
"354",79,6.32911392405063,12,30,2,2,36
"355",0,Inf,NA,NA,3,1,36
"356",7,71.4285714285714,18,23,3,2,36
"357",0,Inf,NA,NA,4,1,36
"358",0,Inf,NA,NA,4,2,36
"359",0,Inf,NA,NA,5,1,36
"360",0,Inf,NA,NA,5,2,36
"361",1,500,47,50,1,1,37
"362",6,83.3333333333333,20,38,1,2,37
"363",3,166.666666666667,14,17,2,1,37
"364",73,6.84931506849315,12,29,2,2,37
"365",0,Inf,NA,NA,3,1,37
"366",15,33.3333333333333,17,22,3,2,37
"367",0,Inf,NA,NA,4,1,37
"368",0,Inf,NA,NA,4,2,37
"369",0,Inf,NA,NA,5,1,37
"370",0,Inf,NA,NA,5,2,37
"371",0,Inf,NA,NA,1,1,38
"372",4,125,21,30,1,2,38
"373",3,166.666666666667,16,18,2,1,38
"374",78,6.41025641025641,12,28,2,2,38
"375",0,Inf,NA,NA,3,1,38
"376",4,125,17,25,3,2,38
"377",0,Inf,NA,NA,4,1,38
"378",4,125,12,18,4,2,38
"379",0,Inf,NA,NA,5,1,38
"380",1,500,25,29,5,2,38
"381",1,500,42,48.5,1,1,39
"382",4,125,21,35.5,1,2,39
"383",1,500,15,16.5,2,1,39
"384",67,7.46268656716418,12,28,2,2,39
"385",0,Inf,NA,NA,3,1,39
"386",11,45.4545454545455,17,32,3,2,39
"387",0,Inf,NA,NA,4,1,39
"388",1,500,19,25.5,4,2,39
"389",0,Inf,NA,NA,5,1,39
"390",0,Inf,NA,NA,5,2,39
"391",0,Inf,NA,NA,1,1,40
"392",3,166.666666666667,21,36,1,2,40
"393",3,166.666666666667,12,18,2,1,40
"394",59,8.47457627118644,12,27,2,2,40
"395",0,Inf,NA,NA,3,1,40
"396",8,62.5,17,23.5,3,2,40
"397",0,Inf,NA,NA,4,1,40
"398",0,Inf,NA,NA,4,2,40
"399",0,Inf,NA,NA,5,1,40
"400",0,Inf,NA,NA,5,2,40
"401",0,Inf,NA,NA,1,1,41
"402",4,125,22,33,1,2,41
"403",2,250,13,18,2,1,41
"404",73,6.84931506849315,12,26,2,2,41
"405",0,Inf,NA,NA,3,1,41
"406",9,55.5555555555556,18,26,3,2,41
"407",0,Inf,NA,NA,4,1,41
"408",2,250,14,16.5,4,2,41
"409",0,Inf,NA,NA,5,1,41
"410",1,500,44,52,5,2,41
"411",0,Inf,NA,NA,1,1,42
"412",1,500,39,39.5,1,2,42
"413",4,125,12,15,2,1,42
"414",91,5.49450549450549,12,27,2,2,42
"415",0,Inf,NA,NA,3,1,42
"416",6,83.3333333333333,17,23,3,2,42
"417",0,Inf,NA,NA,4,1,42
"418",1,500,11,12,4,2,42
"419",0,Inf,NA,NA,5,1,42
"420",1,500,32,32.5,5,2,42
"421",0,Inf,NA,NA,1,1,43
"422",1,500,21,23.5,1,2,43
"423",0,Inf,NA,NA,2,1,43
"424",73,6.84931506849315,12,27,2,2,43
"425",0,Inf,NA,NA,3,1,43
"426",8,62.5,16,22,3,2,43
"427",0,Inf,NA,NA,4,1,43
"428",0,Inf,NA,NA,4,2,43
"429",0,Inf,NA,NA,5,1,43
"430",0,Inf,NA,NA,5,2,43
"431",0,Inf,NA,NA,1,1,44
"432",3,166.666666666667,21,35,1,2,44
"433",1,500,18,21.5,2,1,44
"434",76,6.57894736842105,12,29,2,2,44
"435",0,Inf,NA,NA,3,1,44
"436",11,45.4545454545455,17,25.5,3,2,44
"437",0,Inf,NA,NA,4,1,44
"438",1,500,15,16,4,2,44
"439",0,Inf,NA,NA,5,1,44
"440",1,500,29,37,5,2,44
"441",0,Inf,NA,NA,1,1,45
"442",5,100,20,29,1,2,45
"443",2,250,17,21,2,1,45
"444",77,6.49350649350649,12,29,2,2,45
"445",0,Inf,NA,NA,3,1,45
"446",13,38.4615384615385,16,23,3,2,45
"447",0,Inf,NA,NA,4,1,45
"448",2,250,11,12,4,2,45
"449",0,Inf,NA,NA,5,1,45
"450",0,Inf,NA,NA,5,2,45
"451",2,250,42,46.5,1,1,46
"452",3,166.666666666667,21,44,1,2,46
"453",0,Inf,NA,NA,2,1,46
"454",70,7.14285714285714,12,28,2,2,46
"455",0,Inf,NA,NA,3,1,46
"456",9,55.5555555555556,17,26,3,2,46
"457",0,Inf,NA,NA,4,1,46
"458",1,500,25,26.5,4,2,46
"459",0,Inf,NA,NA,5,1,46
"460",0,Inf,NA,NA,5,2,46
"461",0,Inf,NA,NA,1,1,47
"462",2,250,21,25,1,2,47
"463",1,500,19,27.5,2,1,47
"464",62,8.06451612903226,13,29,2,2,47
"465",0,Inf,NA,NA,3,1,47
"466",8,62.5,18,22,3,2,47
"467",0,Inf,NA,NA,4,1,47
"468",4,125,11,14,4,2,47
"469",0,Inf,NA,NA,5,1,47
"470",0,Inf,NA,NA,5,2,47
"471",0,Inf,NA,NA,1,1,48
"472",1,500,20,21.5,1,2,48
"473",5,100,14,25,2,1,48
"474",68,7.35294117647059,12,29,2,2,48
"475",0,Inf,NA,NA,3,1,48
"476",12,41.6666666666667,16,29,3,2,48
"477",0,Inf,NA,NA,4,1,48
"478",2,250,11,14.5,4,2,48
"479",0,Inf,NA,NA,5,1,48
"480",0,Inf,NA,NA,5,2,48
"481",0,Inf,NA,NA,1,1,49
"482",3,166.666666666667,21,28,1,2,49
"483",2,250,15,19.5,2,1,49
"484",84,5.95238095238095,12,29,2,2,49
"485",1,500,41,41,3,1,49
"486",12,41.6666666666667,16,29.5,3,2,49
"487",0,Inf,NA,NA,4,1,49
"488",1,500,12,12,4,2,49
"489",0,Inf,NA,NA,5,1,49
"490",1,500,33,34.5,5,2,49
"491",0,Inf,NA,NA,1,1,50
"492",2,250,22,33.5,1,2,50
"493",0,Inf,NA,NA,2,1,50
"494",67,7.46268656716418,12,27,2,2,50
"495",0,Inf,NA,NA,3,1,50
"496",7,71.4285714285714,18,27,3,2,50
"497",0,Inf,NA,NA,4,1,50
"498",1,500,23,23.5,4,2,50
"499",0,Inf,NA,NA,5,1,50
"500",0,Inf,NA,NA,5,2,50
"501",0,Inf,NA,NA,1,1,51
"502",4,125,21,50.5,1,2,51
"503",0,Inf,NA,NA,2,1,51
"504",68,7.35294117647059,12,27,2,2,51
"505",0,Inf,NA,NA,3,1,51
"506",9,55.5555555555556,16,24,3,2,51
"507",0,Inf,NA,NA,4,1,51
"508",0,Inf,NA,NA,4,2,51
"509",0,Inf,NA,NA,5,1,51
"510",0,Inf,NA,NA,5,2,51
"511",0,Inf,NA,NA,1,1,52
"512",2,250,22,30,1,2,52
"513",5,100,13,21,2,1,52
"514",80,6.25,12,28,2,2,52
"515",0,Inf,NA,NA,3,1,52
"516",9,55.5555555555556,18,26,3,2,52
"517",0,Inf,NA,NA,4,1,52
"518",1,500,25,25,4,2,52
"519",0,Inf,NA,NA,5,1,52
"520",1,500,39,40.5,5,2,52
"521",0,Inf,NA,NA,1,1,53
"522",1,500,22,24,1,2,53
"523",3,166.666666666667,13,16.5,2,1,53
"524",74,6.75675675675676,13,29,2,2,53
"525",0,Inf,NA,NA,3,1,53
"526",11,45.4545454545455,16,22,3,2,53
"527",0,Inf,NA,NA,4,1,53
"528",1,500,19,23,4,2,53
"529",0,Inf,NA,NA,5,1,53
"530",0,Inf,NA,NA,5,2,53
"531",0,Inf,NA,NA,1,1,54
"532",0,Inf,NA,NA,1,2,54
"533",0,Inf,NA,NA,2,1,54
"534",82,6.09756097560976,12,27,2,2,54
"535",0,Inf,NA,NA,3,1,54
"536",0,Inf,NA,NA,3,2,54
"537",0,Inf,NA,NA,4,1,54
"538",2,250,12,18.5,4,2,54
"539",1,500,41,43,5,1,54
"540",0,Inf,NA,NA,5,2,54
"541",1,500,42,48.5,1,1,55
"542",1,500,28,31.5,1,2,55
"543",4,125,17,22,2,1,55
"544",68,7.35294117647059,13,26,2,2,55
"545",0,Inf,NA,NA,3,1,55
"546",7,71.4285714285714,18,23,3,2,55
"547",0,Inf,NA,NA,4,1,55
"548",2,250,11,13,4,2,55
"549",0,Inf,NA,NA,5,1,55
"550",0,Inf,NA,NA,5,2,55
"551",0,Inf,NA,NA,1,1,56
"552",8,62.5,21,41.5,1,2,56
"553",6,83.3333333333333,15,21,2,1,56
"554",70,7.14285714285714,12,30,2,2,56
"555",0,Inf,NA,NA,3,1,56
"556",13,38.4615384615385,17,22.5,3,2,56
"557",0,Inf,NA,NA,4,1,56
"558",1,500,22,27,4,2,56
"559",0,Inf,NA,NA,5,1,56
"560",0,Inf,NA,NA,5,2,56
"561",2,250,44,52,1,1,57
"562",5,100,21,35.5,1,2,57
"563",3,166.666666666667,15,20,2,1,57
"564",75,6.66666666666667,12,30,2,2,57
"565",0,Inf,NA,NA,3,1,57
"566",16,31.25,16,26,3,2,57
"567",0,Inf,NA,NA,4,1,57
"568",1,500,12,14,4,2,57
"569",0,Inf,NA,NA,5,1,57
"570",1,500,25,27.5,5,2,57
"571",0,Inf,NA,NA,1,1,58
"572",6,83.3333333333333,21,33,1,2,58
"573",3,166.666666666667,17,20,2,1,58
"574",69,7.2463768115942,13,27,2,2,58
"575",0,Inf,NA,NA,3,1,58
"576",9,55.5555555555556,17,22,3,2,58
"577",0,Inf,NA,NA,4,1,58
"578",0,Inf,NA,NA,4,2,58
"579",0,Inf,NA,NA,5,1,58
"580",0,Inf,NA,NA,5,2,58
"581",0,Inf,NA,NA,1,1,59
"582",3,166.666666666667,21,38,1,2,59
"583",1,500,20,20,2,1,59
"584",64,7.8125,12,26,2,2,59
"585",0,Inf,NA,NA,3,1,59
"586",5,100,17,21,3,2,59
"587",0,Inf,NA,NA,4,1,59
"588",1,500,22,23,4,2,59
"589",0,Inf,NA,NA,5,1,59
"590",1,500,39,42,5,2,59
"591",0,Inf,NA,NA,1,1,60
"592",1,500,21,26,1,2,60
"593",5,100,14,21,2,1,60
"594",83,6.02409638554217,12,28,2,2,60
"595",1,500,37,39.5,3,1,60
"596",9,55.5555555555556,16,27,3,2,60
"597",0,Inf,NA,NA,4,1,60
"598",0,Inf,NA,NA,4,2,60
"599",0,Inf,NA,NA,5,1,60
"600",1,500,32,39,5,2,60
"601",0,Inf,NA,NA,1,1,61
"602",0,Inf,NA,NA,1,2,61
"603",1,500,28,30.5,2,1,61
"604",81,6.17283950617284,13,28,2,2,61
"605",0,Inf,NA,NA,3,1,61
"606",14,35.7142857142857,15,23.5,3,2,61
"607",0,Inf,NA,NA,4,1,61
"608",1,500,11,13.5,4,2,61
"609",0,Inf,NA,NA,5,1,61
"610",1,500,31,37,5,2,61
"611",0,Inf,NA,NA,1,1,62
"612",0,Inf,NA,NA,1,2,62
"613",0,Inf,NA,NA,2,1,62
"614",82,6.09756097560976,12,29,2,2,62
"615",0,Inf,NA,NA,3,1,62
"616",12,41.6666666666667,15,25,3,2,62
"617",0,Inf,NA,NA,4,1,62
"618",1,500,19,21,4,2,62
"619",0,Inf,NA,NA,5,1,62
"620",0,Inf,NA,NA,5,2,62
"621",0,Inf,NA,NA,1,1,63
"622",5,100,21,30,1,2,63
"623",5,100,15,26,2,1,63
"624",66,7.57575757575758,12,29,2,2,63
"625",0,Inf,NA,NA,3,1,63
"626",8,62.5,17,27.5,3,2,63
"627",0,Inf,NA,NA,4,1,63
"628",1,500,21,23,4,2,63
"629",0,Inf,NA,NA,5,1,63
"630",0,Inf,NA,NA,5,2,63
"631",1,500,46,52.5,1,1,64
"632",0,Inf,NA,NA,1,2,64
"633",2,250,14,19,2,1,64
"634",74,6.75675675675676,13,28,2,2,64
"635",0,Inf,NA,NA,3,1,64
"636",11,45.4545454545455,17,25,3,2,64
"637",0,Inf,NA,NA,4,1,64
"638",3,166.666666666667,11,12,4,2,64
"639",0,Inf,NA,NA,5,1,64
"640",0,Inf,NA,NA,5,2,64
"641",0,Inf,NA,NA,1,1,65
"642",6,83.3333333333333,22,38.5,1,2,65
"643",2,250,15,17,2,1,65
"644",78,6.41025641025641,12,27,2,2,65
"645",0,Inf,NA,NA,3,1,65
"646",7,71.4285714285714,17,24,3,2,65
"647",0,Inf,NA,NA,4,1,65
"648",1,500,12,12.5,4,2,65
"649",0,Inf,NA,NA,5,1,65
"650",0,Inf,NA,NA,5,2,65
"651",1,500,43,51.5,1,1,66
"652",1,500,22,31,1,2,66
"653",6,83.3333333333333,16,22.5,2,1,66
"654",83,6.02409638554217,12,27,2,2,66
"655",0,Inf,NA,NA,3,1,66
"656",13,38.4615384615385,16,23,3,2,66
"657",0,Inf,NA,NA,4,1,66
"658",1,500,20,20,4,2,66
"659",0,Inf,NA,NA,5,1,66
"660",1,500,32,33.5,5,2,66
"661",0,Inf,NA,NA,1,1,67
"662",3,166.666666666667,22,24,1,2,67
"663",2,250,14,25,2,1,67
"664",64,7.8125,12,26,2,2,67
"665",0,Inf,NA,NA,3,1,67
"666",11,45.4545454545455,17,25,3,2,67
"667",0,Inf,NA,NA,4,1,67
"668",3,166.666666666667,11,13.5,4,2,67
"669",0,Inf,NA,NA,5,1,67
"670",0,Inf,NA,NA,5,2,67
"671",1,500,51,51,1,1,68
"672",5,100,22,29,1,2,68
"673",0,Inf,NA,NA,2,1,68
"674",59,8.47457627118644,12,30,2,2,68
"675",0,Inf,NA,NA,3,1,68
"676",7,71.4285714285714,18,29,3,2,68
"677",0,Inf,NA,NA,4,1,68
