"","num_to_ht","num_needed","min_time_to_ht","med_time_to_ht","species","canopy","trial"
"678",2,250,11,14.5,4,2,68
"679",0,Inf,NA,NA,5,1,68
"680",0,Inf,NA,NA,5,2,68
"681",1,500,52,55,1,1,69
"682",3,166.666666666667,21,26.5,1,2,69
"683",3,166.666666666667,18,19,2,1,69
"684",73,6.84931506849315,12,28,2,2,69
"685",0,Inf,NA,NA,3,1,69
"686",11,45.4545454545455,16,26,3,2,69
"687",0,Inf,NA,NA,4,1,69
"688",1,500,11,13.5,4,2,69
"689",0,Inf,NA,NA,5,1,69
"690",0,Inf,NA,NA,5,2,69
"691",1,500,42,46,1,1,70
"692",4,125,21,34.5,1,2,70
"693",2,250,16,18,2,1,70
"694",86,5.81395348837209,12,30,2,2,70
"695",0,Inf,NA,NA,3,1,70
"696",9,55.5555555555556,16,23,3,2,70
"697",0,Inf,NA,NA,4,1,70
"698",2,250,13,16.5,4,2,70
"699",0,Inf,NA,NA,5,1,70
"700",0,Inf,NA,NA,5,2,70
"701",0,Inf,NA,NA,1,1,71
"702",1,500,21,22,1,2,71
"703",0,Inf,NA,NA,2,1,71
"704",66,7.57575757575758,12,27,2,2,71
"705",0,Inf,NA,NA,3,1,71
"706",8,62.5,17,24,3,2,71
"707",0,Inf,NA,NA,4,1,71
"708",4,125,11,19,4,2,71
"709",0,Inf,NA,NA,5,1,71
"710",1,500,31,31,5,2,71
"711",0,Inf,NA,NA,1,1,72
"712",2,250,22,31,1,2,72
"713",0,Inf,NA,NA,2,1,72
"714",87,5.74712643678161,13,25,2,2,72
"715",0,Inf,NA,NA,3,1,72
"716",11,45.4545454545455,17,25,3,2,72
"717",0,Inf,NA,NA,4,1,72
"718",2,250,11,13.5,4,2,72
"719",0,Inf,NA,NA,5,1,72
"720",0,Inf,NA,NA,5,2,72
"721",0,Inf,NA,NA,1,1,73
"722",2,250,21,23.5,1,2,73
"723",2,250,19,27.5,2,1,73
"724",72,6.94444444444444,12,29,2,2,73
"725",0,Inf,NA,NA,3,1,73
"726",7,71.4285714285714,17,25.5,3,2,73
"727",0,Inf,NA,NA,4,1,73
"728",1,500,19,21,4,2,73
"729",0,Inf,NA,NA,5,1,73
"730",1,500,25,28,5,2,73
"731",0,Inf,NA,NA,1,1,74
"732",3,166.666666666667,21,36,1,2,74
"733",3,166.666666666667,15,22,2,1,74
"734",67,7.46268656716418,12,28,2,2,74
"735",0,Inf,NA,NA,3,1,74
"736",8,62.5,16,25,3,2,74
"737",0,Inf,NA,NA,4,1,74
"738",1,500,11,12.5,4,2,74
"739",0,Inf,NA,NA,5,1,74
"740",1,500,29,29,5,2,74
"741",1,500,44,44,1,1,75
"742",1,500,30,34,1,2,75
"743",3,166.666666666667,12,18,2,1,75
"744",75,6.66666666666667,13,27,2,2,75
"745",0,Inf,NA,NA,3,1,75
"746",7,71.4285714285714,18,24.5,3,2,75
"747",0,Inf,NA,NA,4,1,75
"748",1,500,20,20,4,2,75
"749",0,Inf,NA,NA,5,1,75
"750",0,Inf,NA,NA,5,2,75
"751",1,500,43,49.5,1,1,76
"752",4,125,22,39,1,2,76
"753",2,250,18,21.5,2,1,76
"754",73,6.84931506849315,12,27,2,2,76
"755",0,Inf,NA,NA,3,1,76
"756",11,45.4545454545455,15,29.5,3,2,76
"757",0,Inf,NA,NA,4,1,76
"758",0,Inf,NA,NA,4,2,76
"759",0,Inf,NA,NA,5,1,76
"760",0,Inf,NA,NA,5,2,76
"761",0,Inf,NA,NA,1,1,77
"762",4,125,20,24,1,2,77
"763",1,500,19,20.5,2,1,77
"764",69,7.2463768115942,12,29,2,2,77
"765",0,Inf,NA,NA,3,1,77
"766",10,50,16,21,3,2,77
"767",0,Inf,NA,NA,4,1,77
"768",1,500,12,12.5,4,2,77
"769",0,Inf,NA,NA,5,1,77
"770",0,Inf,NA,NA,5,2,77
"771",0,Inf,NA,NA,1,1,78
"772",3,166.666666666667,21,34.5,1,2,78
"773",3,166.666666666667,13,18,2,1,78
"774",71,7.04225352112676,12,29,2,2,78
"775",1,500,32,33,3,1,78
"776",12,41.6666666666667,17,25,3,2,78
"777",0,Inf,NA,NA,4,1,78
"778",4,125,11,15,4,2,78
"779",0,Inf,NA,NA,5,1,78
"780",0,Inf,NA,NA,5,2,78
"781",0,Inf,NA,NA,1,1,79
"782",4,125,30,36,1,2,79
"783",3,166.666666666667,13,18,2,1,79
"784",69,7.2463768115942,13,26,2,2,79
"785",0,Inf,NA,NA,3,1,79
"786",11,45.4545454545455,17,25,3,2,79
"787",0,Inf,NA,NA,4,1,79
"788",0,Inf,NA,NA,4,2,79
"789",0,Inf,NA,NA,5,1,79
"790",0,Inf,NA,NA,5,2,79
"791",0,Inf,NA,NA,1,1,80
"792",0,Inf,NA,NA,1,2,80
"793",3,166.666666666667,16,19,2,1,80
"794",65,7.69230769230769,12,30,2,2,80
"795",0,Inf,NA,NA,3,1,80
"796",11,45.4545454545455,17,23,3,2,80
"797",0,Inf,NA,NA,4,1,80
"798",0,Inf,NA,NA,4,2,80
"799",0,Inf,NA,NA,5,1,80
"800",0,Inf,NA,NA,5,2,80
"801",0,Inf,NA,NA,1,1,81
"802",0,Inf,NA,NA,1,2,81
"803",0,Inf,NA,NA,2,1,81
"804",79,6.32911392405063,12,29,2,2,81
"805",1,500,37,37.5,3,1,81
"806",9,55.5555555555556,17,23,3,2,81
"807",0,Inf,NA,NA,4,1,81
"808",2,250,19,20,4,2,81
"809",0,Inf,NA,NA,5,1,81
"810",1,500,25,26.5,5,2,81
"811",0,Inf,NA,NA,1,1,82
"812",2,250,23,26,1,2,82
"813",2,250,14,30.5,2,1,82
"814",71,7.04225352112676,12,28,2,2,82
"815",0,Inf,NA,NA,3,1,82
"816",12,41.6666666666667,16,24,3,2,82
"817",0,Inf,NA,NA,4,1,82
"818",1,500,22,22.5,4,2,82
"819",0,Inf,NA,NA,5,1,82
"820",0,Inf,NA,NA,5,2,82
"821",0,Inf,NA,NA,1,1,83
"822",1,500,24,25.5,1,2,83
"823",4,125,15,19,2,1,83
"824",77,6.49350649350649,12,28,2,2,83
"825",0,Inf,NA,NA,3,1,83
"826",11,45.4545454545455,16,28,3,2,83
"827",0,Inf,NA,NA,4,1,83
"828",2,250,13,19,4,2,83
"829",0,Inf,NA,NA,5,1,83
"830",0,Inf,NA,NA,5,2,83
"831",0,Inf,NA,NA,1,1,84
"832",5,100,22,28.5,1,2,84
"833",0,Inf,NA,NA,2,1,84
"834",81,6.17283950617284,12,31,2,2,84
"835",0,Inf,NA,NA,3,1,84
"836",7,71.4285714285714,17,30,3,2,84
"837",0,Inf,NA,NA,4,1,84
"838",2,250,11,18,4,2,84
"839",0,Inf,NA,NA,5,1,84
"840",1,500,32,34.5,5,2,84
"841",1,500,46,47,1,1,85
"842",3,166.666666666667,21,26.5,1,2,85
"843",3,166.666666666667,19,25,2,1,85
"844",83,6.02409638554217,12,29,2,2,85
"845",0,Inf,NA,NA,3,1,85
"846",14,35.7142857142857,16,24,3,2,85
"847",0,Inf,NA,NA,4,1,85
"848",1,500,12,12,4,2,85
"849",0,Inf,NA,NA,5,1,85
"850",0,Inf,NA,NA,5,2,85
"851",0,Inf,NA,NA,1,1,86
"852",4,125,20,46.5,1,2,86
"853",5,100,13,19,2,1,86
"854",60,8.33333333333333,12,28,2,2,86
"855",0,Inf,NA,NA,3,1,86
"856",9,55.5555555555556,17,26,3,2,86
"857",0,Inf,NA,NA,4,1,86
"858",0,Inf,NA,NA,4,2,86
"859",0,Inf,NA,NA,5,1,86
"860",0,Inf,NA,NA,5,2,86
"861",0,Inf,NA,NA,1,1,87
"862",0,Inf,NA,NA,1,2,87
"863",6,83.3333333333333,14,30.5,2,1,87
"864",75,6.66666666666667,12,29,2,2,87
"865",0,Inf,NA,NA,3,1,87
"866",15,33.3333333333333,15,27,3,2,87
"867",0,Inf,NA,NA,4,1,87
"868",0,Inf,NA,NA,4,2,87
"869",0,Inf,NA,NA,5,1,87
"870",1,500,46,47.5,5,2,87
"871",0,Inf,NA,NA,1,1,88
"872",3,166.666666666667,38,43,1,2,88
"873",4,125,13,20,2,1,88
"874",72,6.94444444444444,12,29,2,2,88
"875",0,Inf,NA,NA,3,1,88
"876",9,55.5555555555556,17,25,3,2,88
"877",0,Inf,NA,NA,4,1,88
"878",4,125,11,19,4,2,88
"879",0,Inf,NA,NA,5,1,88
"880",0,Inf,NA,NA,5,2,88
"881",0,Inf,NA,NA,1,1,89
"882",2,250,21,39,1,2,89
"883",0,Inf,NA,NA,2,1,89
"884",71,7.04225352112676,12,28,2,2,89
"885",0,Inf,NA,NA,3,1,89
"886",8,62.5,17,28,3,2,89
"887",0,Inf,NA,NA,4,1,89
"888",1,500,13,13,4,2,89
"889",0,Inf,NA,NA,5,1,89
"890",1,500,45,46.5,5,2,89
"891",0,Inf,NA,NA,1,1,90
"892",3,166.666666666667,21,26.5,1,2,90
"893",4,125,15,22.5,2,1,90
"894",59,8.47457627118644,12,29.5,2,2,90
"895",0,Inf,NA,NA,3,1,90
"896",13,38.4615384615385,16,24,3,2,90
"897",0,Inf,NA,NA,4,1,90
"898",1,500,12,13,4,2,90
"899",0,Inf,NA,NA,5,1,90
"900",0,Inf,NA,NA,5,2,90
"901",0,Inf,NA,NA,1,1,91
"902",4,125,20,36,1,2,91
"903",1,500,18,21.5,2,1,91
"904",80,6.25,12,28,2,2,91
"905",0,Inf,NA,NA,3,1,91
"906",10,50,17,23,3,2,91
"907",0,Inf,NA,NA,4,1,91
"908",1,500,11,12,4,2,91
"909",0,Inf,NA,NA,5,1,91
"910",0,Inf,NA,NA,5,2,91
"911",0,Inf,NA,NA,1,1,92
"912",2,250,22,35,1,2,92
"913",1,500,18,25.5,2,1,92
"914",63,7.93650793650794,13,26,2,2,92
"915",0,Inf,NA,NA,3,1,92
"916",10,50,16,21,3,2,92
"917",0,Inf,NA,NA,4,1,92
"918",3,166.666666666667,11,16,4,2,92
"919",0,Inf,NA,NA,5,1,92
"920",0,Inf,NA,NA,5,2,92
"921",1,500,42,48.5,1,1,93
"922",4,125,24,36.5,1,2,93
"923",1,500,17,17,2,1,93
"924",69,7.2463768115942,13,27,2,2,93
"925",0,Inf,NA,NA,3,1,93
"926",7,71.4285714285714,18,27,3,2,93
"927",0,Inf,NA,NA,4,1,93
"928",0,Inf,NA,NA,4,2,93
"929",0,Inf,NA,NA,5,1,93
"930",0,Inf,NA,NA,5,2,93
"931",1,500,45,48,1,1,94
"932",4,125,22,32,1,2,94
"933",2,250,16,18.5,2,1,94
"934",83,6.02409638554217,12,30,2,2,94
"935",0,Inf,NA,NA,3,1,94
"936",7,71.4285714285714,17,27.5,3,2,94
"937",0,Inf,NA,NA,4,1,94
"938",1,500,11,11,4,2,94
"939",0,Inf,NA,NA,5,1,94
"940",0,Inf,NA,NA,5,2,94
"941",0,Inf,NA,NA,1,1,95
"942",6,83.3333333333333,21,31,1,2,95
"943",4,125,14,22.5,2,1,95
"944",73,6.84931506849315,12,27,2,2,95
"945",0,Inf,NA,NA,3,1,95
"946",7,71.4285714285714,16,24,3,2,95
"947",0,Inf,NA,NA,4,1,95
"948",0,Inf,NA,NA,4,2,95
"949",0,Inf,NA,NA,5,1,95
"950",1,500,30,32,5,2,95
"951",0,Inf,NA,NA,1,1,96
"952",7,71.4285714285714,21,44,1,2,96
"953",5,100,13,29,2,1,96
"954",59,8.47457627118644,12,27,2,2,96
"955",0,Inf,NA,NA,3,1,96
"956",14,35.7142857142857,16,23,3,2,96
"957",0,Inf,NA,NA,4,1,96
"958",0,Inf,NA,NA,4,2,96
"959",0,Inf,NA,NA,5,1,96
"960",1,500,25,25,5,2,96
"961",0,Inf,NA,NA,1,1,97
"962",2,250,28,35,1,2,97
"963",5,100,15,21,2,1,97
"964",72,6.94444444444444,12,27,2,2,97
"965",0,Inf,NA,NA,3,1,97
"966",7,71.4285714285714,17,22,3,2,97
"967",0,Inf,NA,NA,4,1,97
"968",0,Inf,NA,NA,4,2,97
"969",0,Inf,NA,NA,5,1,97
"970",2,250,29,38,5,2,97
"971",0,Inf,NA,NA,1,1,98
"972",6,83.3333333333333,21,34,1,2,98
"973",5,100,15,24,2,1,98
"974",70,7.14285714285714,12,31,2,2,98
"975",0,Inf,NA,NA,3,1,98
"976",12,41.6666666666667,17,22,3,2,98
"977",0,Inf,NA,NA,4,1,98
"978",1,500,13,16.5,4,2,98
"979",0,Inf,NA,NA,5,1,98
"980",0,Inf,NA,NA,5,2,98
"981",0,Inf,NA,NA,1,1,99
"982",5,100,21,40,1,2,99
"983",2,250,16,18,2,1,99
"984",63,7.93650793650794,13,32,2,2,99
"985",0,Inf,NA,NA,3,1,99
"986",15,33.3333333333333,17,25,3,2,99
"987",0,Inf,NA,NA,4,1,99
"988",2,250,21,23,4,2,99
"989",0,Inf,NA,NA,5,1,99
"990",0,Inf,NA,NA,5,2,99
"991",0,Inf,NA,NA,1,1,100
"992",2,250,23,30,1,2,100
"993",2,250,13,22,2,1,100
"994",69,7.2463768115942,12,29,2,2,100
"995",0,Inf,NA,NA,3,1,100
"996",6,83.3333333333333,18,24,3,2,100
"997",0,Inf,NA,NA,4,1,100
"998",0,Inf,NA,NA,4,2,100
"999",0,Inf,NA,NA,5,1,100
"1000",0,Inf,NA,NA,5,2,100
