"","num_to_ht","num_needed","min_time_to_ht","med_time_to_ht","species","canopy","trial"
"151",15,666.666666666667,21,35,1,1,16
"152",32,312.5,19,39,1,2,16
"153",51,196.078431372549,13,22,2,1,16
"154",1348,7.41839762611276,11,29,2,2,16
"155",6,1666.66666666667,20,30,3,1,16
"156",167,59.8802395209581,12,26,3,2,16
"157",0,Inf,NA,NA,4,1,16
"158",9,1111.11111111111,13,20,4,2,16
"159",1,10000,43,46,5,1,16
"160",8,1250,30,51,5,2,16
"161",12,833.333333333333,21,33,1,1,17
"162",41,243.90243902439,17,35,1,2,17
"163",44,227.272727272727,13,24,2,1,17
"164",1340,7.46268656716418,10,29,2,2,17
"165",2,5000,26,34,3,1,17
"166",161,62.111801242236,13,27,3,2,17
"167",0,Inf,NA,NA,4,1,17
"168",3,3333.33333333333,17,20,4,2,17
"169",1,10000,36,39,5,1,17
"170",5,2000,30,40.5,5,2,17
"171",11,909.090909090909,21,34,1,1,18
"172",45,222.222222222222,17,33,1,2,18
"173",37,270.27027027027,13,23,2,1,18
"174",1353,7.3909830007391,10,29,2,2,18
"175",3,3333.33333333333,21,44,3,1,18
"176",168,59.5238095238095,13,27,3,2,18
"177",0,Inf,NA,NA,4,1,18
"178",10,1000,14,21.5,4,2,18
"179",1,10000,49,73.5,5,1,18
"180",6,1666.66666666667,28,36,5,2,18
"181",8,1250,21,36,1,1,19
"182",44,227.272727272727,20,40,1,2,19
"183",35,285.714285714286,13,22,2,1,19
"184",1341,7.45712155108128,10,30,2,2,19
"185",2,5000,27,31.5,3,1,19
"186",154,64.9350649350649,13,26,3,2,19
"187",0,Inf,NA,NA,4,1,19
"188",8,1250,15,18,4,2,19
"189",2,5000,27,36,5,1,19
"190",11,909.090909090909,29,45.5,5,2,19
"191",10,1000,22,31,1,1,20
"192",40,250,19,38,1,2,20
"193",46,217.391304347826,14,21,2,1,20
"194",1396,7.16332378223496,10,29,2,2,20
"195",2,5000,27,28,3,1,20
"196",144,69.4444444444444,14,27,3,2,20
"197",0,Inf,NA,NA,4,1,20
"198",15,666.666666666667,13,19,4,2,20
"199",1,10000,43,56.5,5,1,20
"200",2,5000,25,35.5,5,2,20
"201",13,769.230769230769,21,37.5,1,1,21
"202",33,303.030303030303,17,37,1,2,21
"203",48,208.333333333333,13,22,2,1,21
"204",1318,7.58725341426404,10,30,2,2,21
"205",2,5000,23,47,3,1,21
"206",155,64.5161290322581,13,26,3,2,21
"207",0,Inf,NA,NA,4,1,21
"208",7,1428.57142857143,16,19,4,2,21
"209",1,10000,58,62.5,5,1,21
"210",9,1111.11111111111,24,39,5,2,21
"211",8,1250,22,34,1,1,22
"212",23,434.782608695652,21,43,1,2,22
"213",43,232.558139534884,14,21,2,1,22
"214",1362,7.34214390602056,10,29,2,2,22
"215",6,1666.66666666667,23,32,3,1,22
"216",175,57.1428571428571,14,26,3,2,22
"217",0,Inf,NA,NA,4,1,22
"218",6,1666.66666666667,17,22,4,2,22
"219",0,Inf,NA,NA,5,1,22
"220",5,2000,34,46,5,2,22
"221",14,714.285714285714,23,34,1,1,23
"222",30,333.333333333333,17,35,1,2,23
"223",42,238.095238095238,12,21,2,1,23
"224",1310,7.63358778625954,10,30,2,2,23
"225",2,5000,25,29.5,3,1,23
"226",142,70.4225352112676,13,26,3,2,23
"227",0,Inf,NA,NA,4,1,23
"228",12,833.333333333333,17,22,4,2,23
"229",1,10000,44,48,5,1,23
"230",6,1666.66666666667,29,36.5,5,2,23
"231",13,769.230769230769,22,34,1,1,24
"232",32,312.5,17,39,1,2,24
"233",43,232.558139534884,13,24,2,1,24
"234",1310,7.63358778625954,10,29,2,2,24
"235",6,1666.66666666667,25,36,3,1,24
"236",176,56.8181818181818,13,25,3,2,24
"237",0,Inf,NA,NA,4,1,24
"238",15,666.666666666667,14,20,4,2,24
"239",0,Inf,NA,NA,5,1,24
"240",8,1250,27,51,5,2,24
"241",13,769.230769230769,22,38,1,1,25
"242",39,256.410256410256,17,42,1,2,25
"243",35,285.714285714286,14,21,2,1,25
"244",1338,7.47384155455904,10,29,2,2,25
"245",2,5000,22,25,3,1,25
"246",159,62.8930817610063,13,26,3,2,25
"247",0,Inf,NA,NA,4,1,25
"248",18,555.555555555556,13,20,4,2,25
"249",1,10000,50,54.5,5,1,25
"250",15,666.666666666667,25,44,5,2,25
"251",11,909.090909090909,22,37,1,1,26
"252",35,285.714285714286,17,35,1,2,26
"253",50,200,15,23,2,1,26
"254",1316,7.59878419452887,10,30,2,2,26
"255",4,2500,23,31,3,1,26
"256",153,65.359477124183,14,27,3,2,26
"257",0,Inf,NA,NA,4,1,26
"258",7,1428.57142857143,15,23,4,2,26
"259",1,10000,39,40,5,1,26
"260",12,833.333333333333,27,44,5,2,26
"261",14,714.285714285714,21,33,1,1,27
"262",37,270.27027027027,17,35,1,2,27
"263",42,238.095238095238,14,22,2,1,27
"264",1321,7.57002271006813,10,30,2,2,27
"265",0,Inf,NA,NA,3,1,27
"266",142,70.4225352112676,14,27,3,2,27
"267",0,Inf,NA,NA,4,1,27
"268",6,1666.66666666667,15,20,4,2,27
"269",1,10000,40,41,5,1,27
"270",11,909.090909090909,27,40,5,2,27
"271",5,2000,31,38.5,1,1,28
"272",41,243.90243902439,17,37,1,2,28
"273",43,232.558139534884,12,24,2,1,28
"274",1353,7.3909830007391,10,29,2,2,28
"275",4,2500,25,42.5,3,1,28
"276",151,66.2251655629139,13,26,3,2,28
"277",0,Inf,NA,NA,4,1,28
"278",11,909.090909090909,13,21,4,2,28
"279",1,10000,33,37,5,1,28
"280",12,833.333333333333,21,38,5,2,28
"281",14,714.285714285714,25,36,1,1,29
"282",34,294.117647058824,17,37,1,2,29
"283",42,238.095238095238,12,23,2,1,29
"284",1361,7.34753857457752,10,30,2,2,29
"285",3,3333.33333333333,26,30.5,3,1,29
"286",153,65.359477124183,13,26,3,2,29
"287",0,Inf,NA,NA,4,1,29
"288",11,909.090909090909,16,21,4,2,29
"289",2,5000,35,44,5,1,29
"290",3,3333.33333333333,28,37,5,2,29
"291",14,714.285714285714,22,36,1,1,30
"292",33,303.030303030303,17,34,1,2,30
"293",48,208.333333333333,13,22,2,1,30
"294",1414,7.07213578500707,10,29,2,2,30
"295",3,3333.33333333333,24,28.5,3,1,30
"296",149,67.1140939597315,13,26,3,2,30
"297",1,10000,23,24,4,1,30
"298",14,714.285714285714,13,22,4,2,30
"299",1,10000,53,55,5,1,30
"300",9,1111.11111111111,28,54,5,2,30
"301",11,909.090909090909,21,36,1,1,31
"302",32,312.5,18,36,1,2,31
"303",40,250,13,26,2,1,31
"304",1350,7.40740740740741,10,29,2,2,31
"305",4,2500,27,45,3,1,31
"306",162,61.7283950617284,14,26,3,2,31
"307",0,Inf,NA,NA,4,1,31
"308",7,1428.57142857143,14,20,4,2,31
"309",0,Inf,NA,NA,5,1,31
"310",7,1428.57142857143,27,44.5,5,2,31
"311",11,909.090909090909,22,32.5,1,1,32
"312",24,416.666666666667,18,36,1,2,32
"313",40,250,13,24,2,1,32
"314",1282,7.8003120124805,10,29,2,2,32
"315",6,1666.66666666667,20,28,3,1,32
"316",170,58.8235294117647,13,26,3,2,32
"317",0,Inf,NA,NA,4,1,32
"318",9,1111.11111111111,13,19,4,2,32
"319",0,Inf,NA,NA,5,1,32
"320",6,1666.66666666667,29,42,5,2,32
"321",12,833.333333333333,21,44,1,1,33
"322",24,416.666666666667,19,43.5,1,2,33
"323",43,232.558139534884,13,22,2,1,33
"324",1313,7.61614623000762,10,29,2,2,33
"325",4,2500,23,40,3,1,33
"326",163,61.3496932515337,12,26,3,2,33
"327",0,Inf,NA,NA,4,1,33
"328",10,1000,15,19,4,2,33
"329",1,10000,53,53,5,1,33
"330",4,2500,32,36,5,2,33
"331",9,1111.11111111111,22,37,1,1,34
"332",45,222.222222222222,19,36,1,2,34
"333",51,196.078431372549,14,21,2,1,34
"334",1401,7.13775874375446,10,29,2,2,34
"335",5,2000,23,30,3,1,34
"336",150,66.6666666666667,13,25,3,2,34
"337",1,10000,25,25,4,1,34
"338",19,526.315789473684,16,21,4,2,34
"339",0,Inf,NA,NA,5,1,34
"340",7,1428.57142857143,28,37,5,2,34
"341",10,1000,22,35,1,1,35
"342",31,322.58064516129,17,35,1,2,35
"343",44,227.272727272727,15,25,2,1,35
"344",1335,7.49063670411985,10,29,2,2,35
"345",2,5000,22,25,3,1,35
"346",150,66.6666666666667,13,27,3,2,35
"347",0,Inf,NA,NA,4,1,35
"348",13,769.230769230769,13,23,4,2,35
"349",0,Inf,NA,NA,5,1,35
"350",6,1666.66666666667,27,38,5,2,35
"351",12,833.333333333333,22,32,1,1,36
"352",40,250,17,34.5,1,2,36
"353",41,243.90243902439,12,22,2,1,36
"354",1326,7.54147812971342,10,29,2,2,36
"355",1,10000,32,33,3,1,36
"356",150,66.6666666666667,14,27,3,2,36
"357",0,Inf,NA,NA,4,1,36
"358",19,526.315789473684,15,20,4,2,36
"359",2,5000,41,44,5,1,36
"360",8,1250,33,46,5,2,36
"361",14,714.285714285714,22,35,1,1,37
"362",37,270.27027027027,19,35,1,2,37
"363",46,217.391304347826,13,22,2,1,37
"364",1297,7.71010023130301,10,29,2,2,37
"365",1,10000,20,21.5,3,1,37
"366",153,65.359477124183,13,26,3,2,37
"367",0,Inf,NA,NA,4,1,37
"368",11,909.090909090909,14,24,4,2,37
"369",1,10000,61,63,5,1,37
"370",9,1111.11111111111,21,34,5,2,37
"371",14,714.285714285714,21,38,1,1,38
"372",41,243.90243902439,17,34,1,2,38
"373",51,196.078431372549,12,22,2,1,38
"374",1383,7.23065798987708,10,29,2,2,38
"375",3,3333.33333333333,27,39,3,1,38
"376",172,58.1395348837209,13,26,3,2,38
"377",0,Inf,NA,NA,4,1,38
"378",9,1111.11111111111,15,19,4,2,38
"379",0,Inf,NA,NA,5,1,38
"380",10,1000,28,43,5,2,38
"381",16,625,22,38,1,1,39
"382",37,270.27027027027,17,35,1,2,39
"383",41,243.90243902439,13,22,2,1,39
"384",1321,7.57002271006813,10,30,2,2,39
"385",5,2000,22,25,3,1,39
"386",159,62.8930817610063,14,27,3,2,39
"387",0,Inf,NA,NA,4,1,39
"388",17,588.235294117647,16,21.5,4,2,39
"389",0,Inf,NA,NA,5,1,39
"390",9,1111.11111111111,26,40,5,2,39
"391",8,1250,22,38,1,1,40
"392",36,277.777777777778,17,35,1,2,40
"393",41,243.90243902439,13,22,2,1,40
"394",1379,7.25163161711385,10,30,2,2,40
"395",2,5000,21,26,3,1,40
"396",167,59.8802395209581,13,26,3,2,40
"397",0,Inf,NA,NA,4,1,40
"398",4,2500,16,24,4,2,40
"399",0,Inf,NA,NA,5,1,40
"400",9,1111.11111111111,24,40,5,2,40
"401",11,909.090909090909,22,46,1,1,41
"402",38,263.157894736842,17,33.5,1,2,41
"403",39,256.410256410256,14,23,2,1,41
"404",1355,7.38007380073801,10,29,2,2,41
"405",2,5000,21,33,3,1,41
"406",166,60.2409638554217,14,27,3,2,41
"407",0,Inf,NA,NA,4,1,41
"408",13,769.230769230769,17,24,4,2,41
"409",1,10000,29,32.5,5,1,41
"410",5,2000,31,49.5,5,2,41
"411",10,1000,22,41,1,1,42
"412",31,322.58064516129,19,35,1,2,42
"413",35,285.714285714286,13,22,2,1,42
"414",1317,7.59301442672741,10,30,2,2,42
"415",6,1666.66666666667,22,34,3,1,42
"416",154,64.9350649350649,13,27,3,2,42
"417",0,Inf,NA,NA,4,1,42
"418",11,909.090909090909,16,22,4,2,42
"419",0,Inf,NA,NA,5,1,42
"420",10,1000,23,48,5,2,42
"421",15,666.666666666667,21,36,1,1,43
"422",33,303.030303030303,17,35,1,2,43
"423",44,227.272727272727,13,23,2,1,43
"424",1315,7.60456273764259,10,30,2,2,43
"425",3,3333.33333333333,23,34,3,1,43
"426",174,57.4712643678161,14,26,3,2,43
"427",0,Inf,NA,NA,4,1,43
"428",10,1000,14,19,4,2,43
"429",1,10000,44,49,5,1,43
"430",15,666.666666666667,20,41,5,2,43
"431",20,500,22,35.5,1,1,44
"432",43,232.558139534884,17,37,1,2,44
"433",62,161.290322580645,13,22,2,1,44
"434",1364,7.33137829912023,10,29,2,2,44
"435",7,1428.57142857143,25,34.5,3,1,44
"436",170,58.8235294117647,13,26,3,2,44
"437",0,Inf,NA,NA,4,1,44
"438",13,769.230769230769,15,20,4,2,44
"439",1,10000,51,53,5,1,44
"440",9,1111.11111111111,27,42,5,2,44
"441",11,909.090909090909,22,35,1,1,45
"442",24,416.666666666667,17,33,1,2,45
"443",38,263.157894736842,13,22,2,1,45
"444",1416,7.06214689265537,10,29,2,2,45
"445",4,2500,21,28.5,3,1,45
"446",151,66.2251655629139,13,26,3,2,45
"447",0,Inf,NA,NA,4,1,45
"448",17,588.235294117647,14,20.5,4,2,45
"449",1,10000,42,44,5,1,45
"450",6,1666.66666666667,20,39,5,2,45
"451",8,1250,22,40.5,1,1,46
"452",33,303.030303030303,17,34,1,2,46
"453",26,384.615384615385,15,29,2,1,46
"454",1342,7.45156482861401,10,29,2,2,46
"455",7,1428.57142857143,21,37,3,1,46
"456",175,57.1428571428571,13,27,3,2,46
"457",0,Inf,NA,NA,4,1,46
"458",16,625,16,21.5,4,2,46
"459",0,Inf,NA,NA,5,1,46
"460",5,2000,28,39,5,2,46
"461",13,769.230769230769,22,33,1,1,47
"462",31,322.58064516129,17,36,1,2,47
"463",35,285.714285714286,13,24,2,1,47
"464",1380,7.2463768115942,10,29,2,2,47
"465",4,2500,23,37.5,3,1,47
"466",145,68.9655172413793,14,25,3,2,47
"467",0,Inf,NA,NA,4,1,47
"468",11,909.090909090909,15,21,4,2,47
"469",0,Inf,NA,NA,5,1,47
"470",5,2000,26,41,5,2,47
"471",13,769.230769230769,21,35.5,1,1,48
"472",30,333.333333333333,17,36,1,2,48
"473",43,232.558139534884,15,24,2,1,48
"474",1360,7.35294117647059,10,29,2,2,48
"475",6,1666.66666666667,22,32,3,1,48
"476",156,64.1025641025641,14,27,3,2,48
"477",0,Inf,NA,NA,4,1,48
"478",10,1000,17,21,4,2,48
"479",1,10000,59,61.5,5,1,48
"480",8,1250,25,39,5,2,48
"481",18,555.555555555556,21,36,1,1,49
"482",39,256.410256410256,17,33,1,2,49
"483",52,192.307692307692,13,22,2,1,49
"484",1357,7.36919675755343,10,29,2,2,49
"485",5,2000,21,36.5,3,1,49
"486",161,62.111801242236,13,27,3,2,49
"487",0,Inf,NA,NA,4,1,49
"488",14,714.285714285714,14,22,4,2,49
"489",0,Inf,NA,NA,5,1,49
"490",4,2500,26,47,5,2,49
"491",15,666.666666666667,22,32,1,1,50
"492",34,294.117647058824,17,35.5,1,2,50
"493",39,256.410256410256,12,24,2,1,50
"494",1375,7.27272727272727,11,29,2,2,50
"495",3,3333.33333333333,23,28.5,3,1,50
"496",174,57.4712643678161,14,25.5,3,2,50
"497",0,Inf,NA,NA,4,1,50
"498",17,588.235294117647,13,21,4,2,50
"499",0,Inf,NA,NA,5,1,50
"500",5,2000,25,35,5,2,50
"501",11,909.090909090909,21,33,1,1,51
"502",30,333.333333333333,17,35,1,2,51
"503",31,322.58064516129,12,22,2,1,51
"504",1332,7.50750750750751,10,30,2,2,51
"505",5,2000,22,33,3,1,51
"506",166,60.2409638554217,14,26,3,2,51
"507",0,Inf,NA,NA,4,1,51
"508",10,1000,15,20,4,2,51
"509",0,Inf,NA,NA,5,1,51
"510",7,1428.57142857143,20,42,5,2,51
"511",12,833.333333333333,22,36,1,1,52
"512",27,370.37037037037,17,33,1,2,52
"513",43,232.558139534884,14,21,2,1,52
"514",1361,7.34753857457752,10,29,2,2,52
"515",3,3333.33333333333,22,45.5,3,1,52
"516",134,74.6268656716418,15,26,3,2,52
"517",0,Inf,NA,NA,4,1,52
"518",14,714.285714285714,15,23,4,2,52
"519",0,Inf,NA,NA,5,1,52
"520",8,1250,28,39,5,2,52
"521",8,1250,22,35,1,1,53
"522",26,384.615384615385,17,32,1,2,53
"523",51,196.078431372549,13,22,2,1,53
"524",1337,7.4794315632012,10,29,2,2,53
"525",0,Inf,NA,NA,3,1,53
"526",130,76.9230769230769,15,26,3,2,53
"527",0,Inf,NA,NA,4,1,53
"528",11,909.090909090909,15,21.5,4,2,53
"529",1,10000,49,53.5,5,1,53
"530",3,3333.33333333333,20,32.5,5,2,53
"531",7,1428.57142857143,22,37,1,1,54
"532",40,250,17,36,1,2,54
"533",40,250,12,24,2,1,54
"534",1351,7.4019245003701,10,29,2,2,54
"535",0,Inf,NA,NA,3,1,54
"536",159,62.8930817610063,13,26,3,2,54
"537",0,Inf,NA,NA,4,1,54
"538",11,909.090909090909,13,19,4,2,54
"539",0,Inf,NA,NA,5,1,54
"540",5,2000,31,42.5,5,2,54
"541",12,833.333333333333,22,34,1,1,55
"542",28,357.142857142857,18,35,1,2,55
"543",34,294.117647058824,13,23,2,1,55
"544",1301,7.68639508070715,10,29,2,2,55
"545",3,3333.33333333333,22,35,3,1,55
"546",166,60.2409638554217,13,26,3,2,55
"547",0,Inf,NA,NA,4,1,55
"548",7,1428.57142857143,13,22.5,4,2,55
"549",1,10000,39,42.5,5,1,55
"550",13,769.230769230769,21,44,5,2,55
"551",18,555.555555555556,21,38,1,1,56
"552",36,277.777777777778,19,37,1,2,56
"553",46,217.391304347826,13,21,2,1,56
"554",1345,7.43494423791822,10,30,2,2,56
"555",6,1666.66666666667,23,35.5,3,1,56
"556",156,64.1025641025641,12,27,3,2,56
"557",0,Inf,NA,NA,4,1,56
"558",7,1428.57142857143,13,22,4,2,56
"559",1,10000,59,63,5,1,56
"560",4,2500,21,41,5,2,56
"561",5,2000,21,30,1,1,57
"562",42,238.095238095238,17,34,1,2,57
"563",47,212.765957446808,12,22,2,1,57
"564",1358,7.36377025036819,10,29,2,2,57
"565",2,5000,26,42,3,1,57
"566",164,60.9756097560976,14,26.5,3,2,57
"567",0,Inf,NA,NA,4,1,57
"568",13,769.230769230769,15,23,4,2,57
"569",1,10000,44,44.5,5,1,57
"570",10,1000,25,35,5,2,57
"571",13,769.230769230769,22,35,1,1,58
"572",39,256.410256410256,17,37,1,2,58
"573",46,217.391304347826,13,21,2,1,58
"574",1387,7.20980533525595,11,29,2,2,58
"575",6,1666.66666666667,27,34,3,1,58
"576",166,60.2409638554217,14,26,3,2,58
"577",0,Inf,NA,NA,4,1,58
"578",9,1111.11111111111,14,21,4,2,58
"579",0,Inf,NA,NA,5,1,58
"580",11,909.090909090909,27,43,5,2,58
"581",14,714.285714285714,21,39,1,1,59
"582",39,256.410256410256,17,41.5,1,2,59
"583",40,250,12,24,2,1,59
"584",1302,7.68049155145929,10,29,2,2,59
"585",2,5000,40,47,3,1,59
"586",160,62.5,12,27,3,2,59
"587",0,Inf,NA,NA,4,1,59
"588",10,1000,14,21,4,2,59
"589",0,Inf,NA,NA,5,1,59
"590",10,1000,28,40,5,2,59
"591",11,909.090909090909,21,41.5,1,1,60
"592",31,322.58064516129,17,35,1,2,60
"593",41,243.90243902439,13,22,2,1,60
"594",1357,7.36919675755343,10,29,2,2,60
"595",8,1250,21,29,3,1,60
"596",148,67.5675675675676,14,28,3,2,60
"597",0,Inf,NA,NA,4,1,60
"598",11,909.090909090909,17,22.5,4,2,60
"599",0,Inf,NA,NA,5,1,60
"600",10,1000,27,41,5,2,60
"601",18,555.555555555556,21,40,1,1,61
"602",43,232.558139534884,17,37,1,2,61
"603",63,158.730158730159,13,22,2,1,61
"604",1437,6.9589422407794,10,31,2,2,61
"605",5,2000,27,30.5,3,1,61
"606",134,74.6268656716418,13,26,3,2,61
"607",0,Inf,NA,NA,4,1,61
"608",10,1000,14,22.5,4,2,61
"609",0,Inf,NA,NA,5,1,61
"610",11,909.090909090909,21,39,5,2,61
"611",12,833.333333333333,22,32,1,1,62
"612",32,312.5,17,32,1,2,62
"613",40,250,12,24,2,1,62
"614",1323,7.55857898715042,10,29,2,2,62
"615",8,1250,27,33.5,3,1,62
"616",171,58.4795321637427,13,26,3,2,62
"617",0,Inf,NA,NA,4,1,62
"618",15,666.666666666667,15,23,4,2,62
"619",0,Inf,NA,NA,5,1,62
"620",12,833.333333333333,26,41,5,2,62
"621",13,769.230769230769,22,39,1,1,63
"622",33,303.030303030303,17,42,1,2,63
"623",31,322.58064516129,13,21,2,1,63
"624",1341,7.45712155108128,10,29,2,2,63
"625",5,2000,27,39,3,1,63
"626",152,65.7894736842105,14,27,3,2,63
"627",0,Inf,NA,NA,4,1,63
"628",8,1250,14,20,4,2,63
"629",0,Inf,NA,NA,5,1,63
"630",5,2000,26,39.5,5,2,63
"631",14,714.285714285714,28,35,1,1,64
"632",39,256.410256410256,17,36,1,2,64
"633",54,185.185185185185,12,23,2,1,64
"634",1379,7.25163161711385,10,30,2,2,64
"635",8,1250,22,34.5,3,1,64
"636",152,65.7894736842105,13,26,3,2,64
"637",0,Inf,NA,NA,4,1,64
"638",8,1250,15,20,4,2,64
"639",0,Inf,NA,NA,5,1,64
"640",10,1000,29,40,5,2,64
"641",12,833.333333333333,21,31,1,1,65
"642",42,238.095238095238,20,37,1,2,65
"643",34,294.117647058824,13,21,2,1,65
"644",1344,7.44047619047619,10,29,2,2,65
"645",7,1428.57142857143,19,26,3,1,65
"646",193,51.8134715025907,14,26,3,2,65
